strike,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-07-02,2021-09-17,2021-12-17
0.5,1.25,1.1875,1.0,1.125,1.0,1.0,1.1875,1.0
1.0,1.25,1.1875,1.0,1.125,1.0,1.0,1.1875,1.0
1.5,1.25,1.1875,1.0,1.125,1.0,1.0,1.1875,1.25
2.0,1.25,1.1875,1.0,1.125,1.0,1.0,1.1875,1.5
2.5,1.25,1.1875,1.0,1.125,1.0,1.0,1.28125,1.453125
3.0,1.25,1.1875,0.5,1.125,1.0,1.125,1.375,1.40625
3.5,1.25,1.1875,0.875,1.25,1.25,1.25,1.421875,1.4296875
4.0,1.0,1.1875,1.3125,1.375,1.34375,1.34375,1.46875,1.453125
4.5,1.375,1.4375,1.5,1.5,1.5,1.5,1.5234375,1.5078125
5.0,1.625,1.625,1.6875,1.625,1.59375,1.65625,1.578125,1.5625
5.5,1.9375,1.6875,1.78125,1.75,1.75,1.75,1.59375,1.5546875
6.0,1.9375,1.9375,1.8125,1.875,1.78125,1.8125,1.609375,1.546875
6.5,1.9375,1.9375,1.8125,1.875,1.875,1.8125,1.6484375,1.59375
7.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.6875,1.640625
7.5,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.7265625,1.671875
8.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.765625,1.703125
8.5,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.7734375,1.7109375
9.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.78125,1.71875
9.5,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.8359375,1.734375
10.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.890625,1.75
10.5,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.90625,1.734375
11.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.921875,1.71875
11.5,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.9453125,1.7265625
12.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.96875,1.734375
12.5,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.96875,1.734375
13.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.96875,1.734375
14.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.96875,1.734375
15.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.96875,1.734375
16.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.96875,1.734375
17.0,1.9375,1.9375,1.8125,1.875,1.96875,1.90625,1.96875,1.734375
