strike,2021-05-21,2021-06-18,2021-08-20
1.0,1.75,1.5,0.9375
2.0,1.75,1.5,0.9375
3.0,1.75,1.5,0.9375
3.5,1.75,1.3125,0.9375
4.0,1.4375,1.125,0.9375
4.5,1.125,1.0625,0.96875
5.0,1.0,1.0,0.96875
5.5,1.0,1.0,1.03125
6.0,0.90625,1.0,1.078125
7.0,1.09375,1.25,1.171875
8.0,1.3541666666666667,1.21875,1.5625
9.0,1.6145833333333335,1.34375,1.625
10.0,1.875,1.8125,1.890625
11.0,1.875,1.796875,1.9921875
12.0,1.875,1.78125,1.978515625
13.0,1.875,1.78125,1.96484375
14.0,1.875,1.78125,1.951171875
15.0,1.875,1.78125,1.9375
16.0,1.875,1.78125,1.9375
17.0,1.875,1.78125,1.9375
18.0,1.875,1.78125,1.9375
19.0,1.875,1.78125,1.9375
20.0,1.875,1.78125,1.9375
