strike,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-18,2021-07-16,2021-08-20,2021-09-17,2021-10-15
80.0,0.328125,0.154296875,0.232421875,1.0,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
85.0,0.328125,0.154296875,0.232421875,1.0,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
90.0,0.328125,0.154296875,0.232421875,1.0,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
95.0,0.328125,0.154296875,0.232421875,1.0,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
100.0,0.328125,0.154296875,0.232421875,1.0,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
105.0,0.328125,0.154296875,0.232421875,1.0,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
110.0,0.328125,0.154296875,0.232421875,1.4296875,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
115.0,0.328125,0.154296875,0.232421875,1.064453125,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
120.0,0.328125,0.154296875,0.232421875,0.69921875,0.177734375,0.21484375,0.2890625,0.2265625,0.208984375,0.216796875,0.232421875
125.0,0.328125,0.154296875,0.232421875,0.6361607142857143,0.177734375,0.21484375,0.32421875,0.2265625,0.208984375,0.21240234375,0.232421875
130.0,0.328125,0.154296875,0.232421875,0.5731026785714286,0.177734375,0.21484375,0.359375,0.2265625,0.208984375,0.2080078125,0.232421875
131.0,0.328125,0.154296875,0.232421875,0.5100446428571428,0.177734375,0.21484375,0.33203125,0.222265625,0.203515625,0.2109375,0.232421875
132.0,0.328125,0.154296875,0.232421875,0.44698660714285715,0.177734375,0.21484375,0.3046875,0.21796875,0.198046875,0.2138671875,0.232421875
133.0,0.328125,0.154296875,0.232421875,0.38392857142857145,0.177734375,0.21484375,0.27734375,0.213671875,0.192578125,0.216796875,0.232421875
134.0,0.328125,0.154296875,0.232421875,0.3208705357142857,0.177734375,0.21484375,0.25,0.209375,0.187109375,0.2197265625,0.232421875
135.0,0.328125,0.154296875,0.232421875,0.2578125,0.177734375,0.21484375,0.22265625,0.205078125,0.181640625,0.22265625,0.232421875
136.0,0.328125,0.154296875,0.232421875,0.26171875,0.177734375,0.21484375,0.2287109375,0.210546875,0.188671875,0.2228515625,0.232421875
137.0,0.328125,0.154296875,0.232421875,0.265625,0.177734375,0.21484375,0.234765625,0.216015625,0.195703125,0.223046875,0.232421875
138.0,0.328125,0.154296875,0.232421875,0.26953125,0.177734375,0.21484375,0.2408203125,0.221484375,0.202734375,0.2232421875,0.232421875
139.0,0.328125,0.154296875,0.232421875,0.2734375,0.177734375,0.21484375,0.246875,0.226953125,0.209765625,0.2234375,0.232421875
140.0,0.328125,0.154296875,0.232421875,0.27734375,0.177734375,0.21484375,0.2529296875,0.232421875,0.216796875,0.2236328125,0.232421875
141.0,0.328125,0.154296875,0.232421875,0.251953125,0.177734375,0.15625,0.2494140625,0.230078125,0.21865234375,0.22353515625,0.230908203125
142.0,0.328125,0.154296875,0.232421875,0.2265625,0.177734375,0.166015625,0.2458984375,0.227734375,0.2205078125,0.2234375,0.22939453125
143.0,0.328125,0.154296875,0.232421875,0.263671875,0.177734375,0.17578125,0.2423828125,0.225390625,0.22236328125,0.22333984375,0.227880859375
144.0,0.328125,0.154296875,0.232421875,0.17578125,0.177734375,0.185546875,0.2388671875,0.223046875,0.22421875,0.2232421875,0.2263671875
145.0,0.328125,0.154296875,0.232421875,0.23828125,0.177734375,0.1953125,0.2353515625,0.220703125,0.22607421875,0.22314453125,0.224853515625
146.0,0.328125,0.154296875,0.212890625,0.228515625,0.2119140625,0.2041015625,0.23359375,0.223046875,0.2259765625,0.22431640625,0.22333984375
147.0,0.328125,0.154296875,0.193359375,0.21875,0.24609375,0.109375,0.2318359375,0.225390625,0.22587890625,0.22548828125,0.221826171875
148.0,0.279296875,0.154296875,0.23046875,0.21728515625,0.23046875,0.2099609375,0.230078125,0.227734375,0.22578125,0.22666015625,0.2203125
