strike,2021-06-18
1.0,1.5
2.0,1.5
3.0,1.125
4.0,0.65625
5.0,0.65625
6.0,0.65625
7.0,0.65625
8.0,0.65625
9.0,0.65625
10.0,0.65625
11.0,0.65625
12.0,0.65625
13.0,0.65625
14.0,0.65625
15.0,0.65625
16.0,0.65625
17.0,0.65625
