strike,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-18,2021-09-17
0.5,1.75,1.40625,1.0,1.0,1.0,1.0,1.375
1.0,1.75,1.40625,1.0,1.0,1.0,1.0,1.375
2.0,1.75,1.40625,1.0,1.0,1.0,1.25,1.25
2.5,1.75,1.40625,1.0,1.0,1.0,1.21875,1.34375
3.0,1.75,1.40625,1.0,1.0,1.0625,1.1875,1.4375
3.5,1.75,1.40625,1.0,1.109375,1.09375,1.3125,1.484375
4.0,1.75,1.40625,1.15625,1.21875,1.25,1.4375,1.53125
4.5,1.75,1.40625,1.3125,1.359375,1.40625,1.5,1.5625
5.0,1.75,1.40625,1.4375,1.5,1.46875,1.5625,1.59375
5.5,1.75,1.375,1.4375,1.609375,1.5,1.65625,1.609375
6.0,1.75,1.5625,1.625,1.71875,1.5625,1.75,1.625
6.5,1.75,1.75,1.609375,1.65625,1.6875,1.75,1.671875
7.0,1.75,1.5,1.59375,1.59375,1.8125,1.75,1.71875
7.5,1.75,1.25,1.578125,1.640625,1.4375,1.859375,1.734375
8.0,1.75,1.4166666666666667,1.5625,1.6875,1.40625,1.96875,1.75
8.5,1.75,1.5833333333333333,1.625,1.734375,1.671875,1.91015625,1.84375
9.0,1.75,1.75,1.625,1.78125,1.9375,1.8515625,1.9375
9.5,1.75,1.75,1.625,1.828125,1.9375,1.79296875,1.9375
10.0,1.75,1.75,1.625,1.875,1.9375,1.734375,1.9375
10.5,1.75,1.75,1.625,1.875,1.9375,1.67578125,1.8671875
11.0,1.75,1.75,1.625,1.875,1.9375,1.6171875,1.796875
11.5,1.75,1.75,1.625,1.7291666666666667,1.9375,1.55859375,1.8125
12.0,1.75,1.75,1.625,1.5833333333333333,1.9375,1.5,1.828125
12.5,1.75,1.75,1.625,1.4375,1.9375,1.625,1.818359375
13.0,1.75,1.75,1.625,1.2916666666666665,1.9375,1.75,1.80859375
13.5,1.75,1.75,1.625,1.1458333333333333,1.9375,1.7678571428571428,1.798828125
14.0,1.75,1.75,1.625,1.0,1.9375,1.7857142857142858,1.7890625
14.5,1.75,1.75,1.625,1.0,1.9375,1.8035714285714286,1.779296875
15.0,1.75,1.75,1.625,1.0,1.9375,1.8214285714285714,1.76953125
15.5,1.75,1.75,1.625,1.0,1.9375,1.8392857142857142,1.759765625
16.0,1.75,1.75,1.625,1.0,1.9375,1.8571428571428572,1.75
17.0,1.75,1.75,1.625,1.0,1.9375,1.875,1.75
18.0,1.75,1.75,1.625,1.0,1.9375,1.875,1.75
