strike,2021-04-23,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-18,2021-07-16,2021-10-15
5.0,1.25,1.09375,0.859375,0.859375,0.65625,0.8046875,0.5,1.0625,1.0625
6.0,1.25,1.09375,0.859375,0.859375,0.65625,0.8046875,0.5,1.0625,1.0625
7.0,1.25,1.09375,0.859375,0.859375,0.65625,0.8046875,0.5,0.875,1.0625
8.0,1.25,1.09375,0.859375,0.859375,0.65625,0.8046875,0.5,0.6875,1.0625
9.0,1.25,1.09375,0.859375,0.859375,0.65625,0.8046875,0.5,0.5,1.0625
10.0,1.25,1.09375,0.859375,0.859375,0.65625,0.8046875,0.5,0.859375,1.0625
11.0,1.25,1.09375,0.859375,0.859375,0.65625,0.8046875,0.7109375,0.8125,1.0625
12.0,1.25,1.09375,0.859375,0.859375,0.65625,0.8046875,0.5625,0.6953125,0.8203125
12.5,1.25,1.09375,0.859375,0.859375,0.703125,0.8046875,0.7109375,0.7890625,0.84375
13.0,1.25,1.09375,0.859375,0.859375,0.75,0.828125,0.859375,0.8828125,0.8671875
13.5,1.25,1.09375,0.859375,0.859375,0.8203125,0.796875,0.89453125,0.890625,0.880859375
14.0,1.25,1.09375,0.859375,0.859375,0.890625,0.984375,0.9296875,0.8984375,0.89453125
14.5,1.25,1.09375,0.859375,0.859375,0.8984375,0.859375,0.91015625,0.88671875,0.873046875
15.0,1.25,1.09375,0.921875,0.90625,0.90625,0.875,0.890625,0.875,0.8515625
15.5,1.25,1.09375,0.9375,0.9375,0.9296875,0.90625,0.87109375,0.890625,0.87890625
16.0,1.25,1.09375,1.0,0.9375,0.953125,0.953125,0.8515625,0.90625,0.90625
16.5,1.375,1.03125,1.0,0.90625,0.9609375,0.9375,0.91015625,0.927734375,0.892578125
17.0,1.5,1.09375,1.03125,0.96875,0.96875,0.96875,0.96875,0.94921875,0.87890625
17.5,1.5,1.1875,1.0625,1.03125,0.9921875,1.1015625,0.96484375,0.955078125,0.84765625
18.0,1.0,1.1875,1.09375,1.21875,1.015625,1.0,0.9609375,0.9609375,0.81640625
18.5,1.875,1.3125,1.15625,1.28125,1.0390625,1.0390625,0.97265625,0.95703125,0.841796875
