strike,2021-06-18
1.0,1.875
2.0,1.875
3.0,1.875
4.0,1.875
5.0,1.75
6.0,1.75
7.0,1.75
8.0,1.8125
9.0,1.90625
10.0,1.90625
11.0,1.90625
12.0,1.90625
13.0,1.90625
15.0,1.90625
