strike,2021-04-16,2021-05-21,2021-08-20
1.0,1.0,0.5,0.875
2.0,1.0,0.5,0.875
3.0,1.0,0.5,0.875
3.5,1.0,0.5,0.875
4.0,1.0,1.09375,0.65625
4.5,1.0,0.5,0.71875
5.0,1.0,0.6875,0.765625
5.5,1.0,0.75,0.78125
6.0,1.0,0.8125,0.8515625
7.0,1.25,0.90625,0.859375
8.0,1.0,0.96875,0.890625
9.0,1.0,1.0,0.921875
10.0,1.0,1.0,0.96875
11.0,1.0,1.125,0.96875
12.0,1.0,1.3125,1.125
13.0,1.0,1.125,1.21875
14.0,1.0,1.5,1.0625
15.0,1.0,1.0,1.03125
16.0,1.0,1.5,1.28125
17.0,1.0,1.625,1.09375
18.0,1.0,1.625,1.15625
19.0,1.0,1.625,1.28125
20.0,1.0,1.625,1.1875
