contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
AAPL210305C00113000,2021-03-01 17:14:22,113.0,12.1,12.35,13.2,call,2021-03-05
AAPL210305C00114000,2021-03-02 17:41:17,114.0,11.15,11.4,12.68,call,2021-03-05
AAPL210305C00115000,2021-03-02 20:59:16,115.0,10.15,10.4,10.35,call,2021-03-05
AAPL210305C00116000,2021-03-02 17:19:11,116.0,9.2,9.35,9.8,call,2021-03-05
AAPL210305C00117000,2021-03-02 20:48:27,117.0,8.2,8.4,8.65,call,2021-03-05
AAPL210305C00118000,2021-03-02 20:59:42,118.0,7.2,7.4,7.3,call,2021-03-05
AAPL210305C00119000,2021-03-02 20:32:33,119.0,6.3,6.45,6.32,call,2021-03-05
AAPL210305C00120000,2021-03-02 20:58:23,120.0,5.4,5.55,5.35,call,2021-03-05
AAPL210305C00121000,2021-03-02 20:57:46,121.0,4.5,4.65,4.7,call,2021-03-05
AAPL210305C00122000,2021-03-02 20:59:39,122.0,3.65,3.8,3.7,call,2021-03-05
AAPL210305C00123000,2021-03-02 20:58:59,123.0,2.89,3.0,2.86,call,2021-03-05
AAPL210305C00124000,2021-03-02 20:59:55,124.0,2.22,2.33,2.28,call,2021-03-05
AAPL210305C00125000,2021-03-02 20:59:58,125.0,1.65,1.7,1.64,call,2021-03-05
AAPL210305C00126000,2021-03-02 20:59:56,126.0,1.16,1.2,1.2,call,2021-03-05
AAPL210305C00127000,2021-03-02 20:59:56,127.0,0.8,0.81,0.81,call,2021-03-05
AAPL210305C00128000,2021-03-02 20:59:59,128.0,0.5,0.53,0.51,call,2021-03-05
AAPL210305C00129000,2021-03-02 20:59:35,129.0,0.31,0.33,0.31,call,2021-03-05
AAPL210305C00130000,2021-03-02 20:59:41,130.0,0.18,0.2,0.2,call,2021-03-05
AAPL210305C00131000,2021-03-02 20:59:26,131.0,0.12,0.13,0.12,call,2021-03-05
AAPL210305C00132000,2021-03-02 20:59:31,132.0,0.07,0.08,0.08,call,2021-03-05
AAPL210305C00133000,2021-03-02 20:59:27,133.0,0.04,0.05,0.05,call,2021-03-05
AAPL210305C00134000,2021-03-02 20:59:55,134.0,0.03,0.04,0.03,call,2021-03-05
AAPL210305C00135000,2021-03-02 20:57:34,135.0,0.02,0.03,0.03,call,2021-03-05
AAPL210305C00136000,2021-03-02 20:59:10,136.0,0.02,0.03,0.02,call,2021-03-05
AAPL210305C00137000,2021-03-02 20:57:54,137.0,0.01,0.02,0.02,call,2021-03-05
AAPL210305P00113000,2021-03-02 20:54:40,113.0,0.04,0.06,0.06,put,2021-03-05
AAPL210305P00114000,2021-03-02 20:57:49,114.0,0.06,0.07,0.06,put,2021-03-05
AAPL210305P00115000,2021-03-02 20:59:44,115.0,0.07,0.08,0.07,put,2021-03-05
AAPL210305P00116000,2021-03-02 20:58:03,116.0,0.09,0.1,0.08,put,2021-03-05
AAPL210305P00117000,2021-03-02 20:57:20,117.0,0.11,0.13,0.12,put,2021-03-05
AAPL210305P00118000,2021-03-02 20:58:53,118.0,0.15,0.16,0.16,put,2021-03-05
AAPL210305P00119000,2021-03-02 20:59:43,119.0,0.19,0.22,0.22,put,2021-03-05
AAPL210305P00120000,2021-03-02 20:59:55,120.0,0.26,0.29,0.28,put,2021-03-05
AAPL210305P00121000,2021-03-02 20:59:49,121.0,0.36,0.4,0.39,put,2021-03-05
AAPL210305P00122000,2021-03-02 20:59:29,122.0,0.51,0.57,0.53,put,2021-03-05
AAPL210305P00123000,2021-03-02 20:59:55,123.0,0.73,0.77,0.76,put,2021-03-05
AAPL210305P00124000,2021-03-02 20:59:58,124.0,1.05,1.12,1.06,put,2021-03-05
AAPL210305P00125000,2021-03-02 20:59:54,125.0,1.46,1.54,1.44,put,2021-03-05
AAPL210305P00126000,2021-03-02 20:59:29,126.0,1.95,2.02,2.05,put,2021-03-05
AAPL210305P00127000,2021-03-02 20:58:37,127.0,2.64,2.72,2.68,put,2021-03-05
AAPL210305P00128000,2021-03-02 20:59:54,128.0,3.25,3.4,3.3,put,2021-03-05
AAPL210305P00129000,2021-03-02 20:56:02,129.0,4.05,4.2,4.17,put,2021-03-05
