strike,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-06-18,2021-09-17
1.0,1.8125,1.0,0.625,1.203125,1.0,1.328125,1.40625
2.0,1.8125,1.0,0.625,1.203125,1.0,1.328125,1.40625
3.0,1.8125,1.0,0.625,1.203125,1.0,1.328125,1.40625
4.0,1.8125,1.0,0.625,1.203125,0.9375,1.328125,1.40625
5.0,1.8125,0.9375,0.625,1.203125,1.109375,1.328125,1.40625
6.0,1.8125,1.15625,0.625,1.203125,1.265625,1.328125,1.40625
6.5,1.8125,1.265625,0.625,1.203125,1.3515625,1.375,1.40625
7.0,1.8125,1.375,0.625,1.203125,1.4375,1.421875,1.40625
7.5,1.8125,1.453125,0.625,1.3125,1.5,1.375,1.484375
8.0,1.8125,1.53125,0.625,1.046875,1.5625,1.328125,1.5625
8.5,1.8125,1.578125,0.625,1.375,1.59375,1.4765625,1.6015625
9.0,1.8125,1.625,0.625,1.34375,1.625,1.625,1.640625
9.5,1.8125,1.765625,1.625,1.375,1.625,1.6171875,1.609375
10.0,1.8125,1.90625,1.875,1.0,1.625,1.609375,1.578125
10.5,1.8333333333333333,1.578125,1.8125,1.1160714285714286,1.609375,1.75,1.64453125
11.0,1.8541666666666667,1.25,1.671875,1.2321428571428572,1.59375,1.890625,1.7109375
11.5,1.875,1.25,1.53125,1.3482142857142856,1.59375,1.8203125,1.63671875
12.0,1.875,1.25,1.390625,1.4642857142857144,1.59375,1.75,1.5625
12.5,1.875,1.25,1.25,1.5803571428571428,1.59375,1.703125,1.65625
13.0,1.875,1.25,1.3625,1.6964285714285714,1.59375,1.65625,1.75
13.5,1.875,1.25,1.475,1.8125,1.59375,1.8125,1.75
14.0,1.875,1.25,1.5875,1.8125,1.59375,1.96875,1.75
14.5,1.875,1.25,1.7,1.8125,1.59375,1.9140625,1.77734375
15.0,1.875,1.25,1.8125,1.8125,1.59375,1.859375,1.8046875
15.5,1.875,1.25,1.8125,1.8125,1.59375,1.8359375,1.69921875
16.0,1.875,1.25,1.8125,1.8125,1.59375,1.8125,1.59375
16.5,1.875,1.25,1.8125,1.8125,1.59375,1.8984375,1.6875
17.0,1.875,1.25,1.8125,1.8125,1.59375,1.984375,1.78125
17.5,1.875,1.25,1.8125,1.8125,1.59375,1.8828125,1.79296875
18.0,1.875,1.25,1.8125,1.8125,1.59375,1.78125,1.8046875
19.0,1.875,1.25,1.8125,1.8125,1.59375,1.84375,1.828125
20.0,1.875,1.25,1.8125,1.8125,1.59375,1.90625,1.984375
21.0,1.875,1.25,1.8125,1.8125,1.59375,1.96875,1.84375
22.0,1.875,1.25,1.8125,1.8125,1.59375,1.65625,1.984375
23.0,1.875,1.25,1.8125,1.8125,1.59375,1.9375,1.90625
24.0,1.875,1.25,1.8125,1.8125,1.59375,1.90625,1.828125
25.0,1.875,1.25,1.8125,1.8125,1.59375,1.875,1.828125
