strike,2021-04-16,2021-05-21,2021-08-20
2.0,1.75,1.4375,1.046875
3.0,1.75,1.4375,1.046875
3.5,1.5,1.4375,1.046875
4.0,1.25,1.15625,1.046875
4.5,1.09375,1.0,1.0625
5.0,0.9375,1.0,1.140625
5.5,0.859375,1.0,1.1484375
6.0,0.78125,1.0,1.0
7.0,0.9375,1.0,1.1875
8.0,1.0625,1.1875,1.4921875
9.0,1.125,1.0,1.109375
10.0,1.375,1.28125,1.640625
11.0,1.4375,1.328125,1.734375
12.0,1.5,1.46875,1.78515625
13.0,1.5625,1.609375,1.8359375
14.0,1.625,1.75,1.5546875
15.0,1.6875,1.75,1.296875
16.0,1.75,1.75,1.296875
17.0,1.75,1.75,1.296875
18.0,1.75,1.75,1.296875
19.0,1.75,1.75,1.296875
20.0,1.75,1.75,1.296875
