contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
BAC210319C00038000,2021-03-02 20:59:14,38.0,0.18,0.2,0.2,call,2021-03-19
BAC210319C00038500,2021-03-02 20:53:06,38.5,0.12,0.15,0.14,call,2021-03-19
BAC210319C00039000,2021-03-02 20:06:04,39.0,0.09,0.11,0.1,call,2021-03-19
BAC210319P00032000,2021-03-02 20:59:14,32.0,0.12,0.14,0.12,put,2021-03-19
BAC210319P00032500,2021-03-02 18:25:21,32.5,0.16,0.18,0.24,put,2021-03-19
BAC210319P00033000,2021-03-02 20:53:07,33.0,0.22,0.24,0.22,put,2021-03-19
BAC210319P00033500,2021-03-02 20:59:27,33.5,0.31,0.34,0.31,put,2021-03-19
BAC210319P00034000,2021-03-02 20:53:07,34.0,0.42,0.45,0.44,put,2021-03-19
BAC210319P00034500,2021-03-02 20:59:54,34.5,0.57,0.6,0.59,put,2021-03-19
BAC210319P00035000,2021-03-02 20:57:16,35.0,0.76,0.8,0.74,put,2021-03-19
BAC210319P00035500,2021-03-02 20:59:27,35.5,1.0,1.04,1.0,put,2021-03-19
BAC210319P00036000,2021-03-02 20:15:48,36.0,1.28,1.34,1.19,put,2021-03-19
BAC210319P00036500,2021-03-02 18:16:51,36.5,1.61,1.66,1.49,put,2021-03-19
BAC210319P00037000,2021-03-02 14:32:44,37.0,1.98,2.03,1.91,put,2021-03-19
BAC210319P00037500,2021-03-02 14:53:10,37.5,2.25,2.53,2.28,put,2021-03-19
BAC210319P00038000,2021-03-02 16:01:27,38.0,2.74,2.97,2.7,put,2021-03-19
BAC210319P00038500,2021-03-01 14:38:17,38.5,3.2,3.35,3.15,put,2021-03-19
BAC210319P00039000,2021-03-02 18:42:08,39.0,3.65,3.8,3.6,put,2021-03-19
BAC210326C00032000,2021-03-02 19:38:25,32.0,3.5,3.7,3.68,call,2021-03-26
BAC210326C00032500,2021-03-01 16:44:55,32.5,3.05,3.4,3.45,call,2021-03-26
BAC210326C00033000,2021-03-02 16:35:39,33.0,2.66,2.81,2.77,call,2021-03-26
BAC210326C00033500,2021-03-02 19:52:23,33.5,2.26,2.4,2.42,call,2021-03-26
BAC210326C00034000,2021-03-02 20:29:08,34.0,1.81,1.99,2.05,call,2021-03-26
BAC210326C00034500,2021-03-02 19:49:51,34.5,1.57,1.68,1.74,call,2021-03-26
BAC210326C00035000,2021-03-02 20:57:48,35.0,1.29,1.4,1.39,call,2021-03-26
BAC210326C00035500,2021-03-02 20:17:35,35.5,1.04,1.11,1.13,call,2021-03-26
BAC210326C00036000,2021-03-02 20:59:27,36.0,0.82,0.9,0.86,call,2021-03-26
BAC210326C00036500,2021-03-02 18:19:45,36.5,0.65,0.7,0.71,call,2021-03-26
BAC210326C00037000,2021-03-02 20:57:48,37.0,0.5,0.55,0.55,call,2021-03-26
BAC210326C00037500,2021-03-02 19:41:03,37.5,0.38,0.42,0.43,call,2021-03-26
BAC210326C00038000,2021-03-02 19:38:58,38.0,0.28,0.38,0.32,call,2021-03-26
BAC210326C00038500,2021-03-01 20:16:30,38.5,0.2,0.27,0.26,call,2021-03-26
BAC210326P00032000,2021-03-02 20:44:10,32.0,0.19,0.25,0.19,put,2021-03-26
BAC210326P00032500,2021-03-02 14:36:29,32.5,0.25,0.3,0.25,put,2021-03-26
BAC210326P00033000,2021-03-02 14:30:04,33.0,0.31,0.42,0.35,put,2021-03-26
BAC210326P00033500,2021-03-02 19:06:06,33.5,0.43,0.87,0.41,put,2021-03-26
BAC210326P00034000,2021-03-02 20:55:37,34.0,0.54,0.6,0.55,put,2021-03-26
BAC210326P00034500,2021-02-26 20:57:54,34.5,0.71,0.86,0.71,put,2021-03-26
BAC210326P00035000,2021-03-02 19:11:09,35.0,0.92,0.99,0.89,put,2021-03-26
BAC210326P00035500,2021-03-02 19:53:37,35.5,1.15,1.21,1.17,put,2021-03-26
BAC210326P00036000,2021-03-02 19:15:43,36.0,1.44,1.59,1.45,put,2021-03-26
BAC210326P00036500,2021-03-02 18:52:11,36.5,1.73,1.91,1.7,put,2021-03-26
BAC210326P00037000,2021-03-01 19:42:36,37.0,2.0,2.28,1.88,put,2021-03-26
BAC210326P00037500,2021-02-24 19:11:42,37.5,2.39,2.86,2.0,put,2021-03-26
BAC210401C00032000,2021-03-02 18:24:47,32.0,3.6,4.3,3.8,call,2021-04-01
BAC210401C00032500,2021-02-26 18:16:52,32.5,3.15,3.35,3.04,call,2021-04-01
BAC210401C00033000,2021-03-02 20:33:59,33.0,2.63,2.94,2.88,call,2021-04-01
BAC210401C00033500,2021-03-02 19:11:12,33.5,2.38,2.56,2.49,call,2021-04-01
BAC210401C00034000,2021-03-02 14:30:01,34.0,2.04,2.45,2.12,call,2021-04-01
BAC210401C00034500,2021-03-02 20:29:34,34.5,1.7,1.85,1.81,call,2021-04-01
BAC210401C00035000,2021-03-02 20:15:29,35.0,1.39,1.54,1.51,call,2021-04-01
BAC210401C00035500,2021-03-02 20:22:29,35.5,1.11,1.34,1.27,call,2021-04-01
BAC210401C00036000,2021-03-02 20:29:34,36.0,0.96,1.05,1.04,call,2021-04-01
BAC210401C00036500,2021-03-02 20:14:09,36.5,0.77,0.87,0.85,call,2021-04-01
BAC210401C00037000,2021-03-02 20:09:53,37.0,0.62,0.68,0.67,call,2021-04-01
BAC210401C00037500,2021-03-02 19:51:14,37.5,0.48,0.55,0.55,call,2021-04-01
BAC210401C00038000,2021-03-02 20:30:21,38.0,0.38,0.44,0.43,call,2021-04-01
BAC210401C00038500,2021-03-02 15:29:48,38.5,0.28,0.36,0.36,call,2021-04-01
BAC210401C00039000,2021-03-02 19:39:27,39.0,0.23,0.29,0.24,call,2021-04-01
BAC210401P00032000,2021-03-02 19:23:38,32.0,0.25,0.72,0.27,put,2021-04-01
BAC210401P00032500,2021-03-02 20:59:27,32.5,0.32,0.38,0.35,put,2021-04-01
BAC210401P00033000,2021-03-02 17:59:37,33.0,0.42,0.47,0.42,put,2021-04-01
BAC210401P00033500,2021-03-02 19:11:12,33.5,0.51,0.6,0.53,put,2021-04-01
BAC210401P00034000,2021-03-02 20:42:20,34.0,0.66,0.75,0.65,put,2021-04-01
BAC210401P00034500,2021-03-02 20:58:46,34.5,0.87,1.06,0.87,put,2021-04-01
BAC210401P00035000,2021-03-02 19:23:38,35.0,1.04,1.18,1.06,put,2021-04-01
BAC210401P00035500,2021-03-02 17:33:27,35.5,1.28,1.38,1.31,put,2021-04-01
BAC210401P00036000,2021-03-02 15:07:59,36.0,1.53,1.66,1.4,put,2021-04-01
BAC210401P00036500,2021-03-01 14:39:57,36.5,1.74,2.0,2.25,put,2021-04-01
BAC210401P00037000,2021-02-26 20:59:28,37.0,2.1,2.32,1.97,put,2021-04-01
BAC210401P00038000,2021-02-17 16:39:05,38.0,2.92,3.1,4.3,put,2021-04-01
BAC210401P00038500,2021-02-25 19:46:46,38.5,3.35,3.8,3.1,put,2021-04-01
BAC210409C00032500,2021-03-02 17:02:07,32.5,3.25,3.5,3.35,call,2021-04-09
BAC210409C00034500,2021-03-01 19:28:30,34.5,1.9,2.02,2.19,call,2021-04-09
BAC210409C00035000,2021-03-02 20:37:44,35.0,1.59,1.69,1.66,call,2021-04-09
BAC210409C00035500,2021-03-02 19:12:59,35.5,1.25,1.47,1.38,call,2021-04-09
BAC210409C00036000,2021-03-02 20:40:57,36.0,1.1,1.25,1.2,call,2021-04-09
BAC210409C00036500,2021-03-02 19:21:21,36.5,0.86,1.01,0.94,call,2021-04-09
BAC210409C00037000,2021-03-02 18:34:45,37.0,0.75,0.82,0.81,call,2021-04-09
BAC210409C00037500,2021-03-01 19:13:55,37.5,0.54,0.7,0.65,call,2021-04-09
BAC210409C00038000,2021-03-02 16:41:52,38.0,0.5,0.55,0.48,call,2021-04-09
BAC210409C00038500,2021-03-01 20:33:44,38.5,0.4,0.46,0.5,call,2021-04-09
BAC210409C00039000,2021-02-26 18:40:42,39.0,0.26,0.47,0.33,call,2021-04-09
BAC210409P00032000,2021-03-01 20:02:20,32.0,0.34,0.4,0.31,put,2021-04-09
BAC210409P00032500,2021-03-01 19:35:48,32.5,0.42,0.49,0.42,put,2021-04-09
BAC210409P00033000,2021-03-02 18:59:03,33.0,0.53,0.6,0.54,put,2021-04-09
BAC210409P00033500,2021-03-02 17:20:18,33.5,0.62,0.71,0.63,put,2021-04-09
BAC210409P00034000,2021-03-02 19:06:05,34.0,0.82,0.89,0.78,put,2021-04-09
BAC210409P00034500,2021-03-02 17:20:18,34.5,0.97,1.14,1.02,put,2021-04-09
BAC210409P00035000,2021-03-02 18:59:03,35.0,1.17,1.41,1.17,put,2021-04-09
BAC210409P00035500,2021-02-26 20:49:17,35.5,1.41,1.59,1.9,put,2021-04-09
BAC210409P00036000,2021-03-01 20:54:54,36.0,1.66,1.92,1.52,put,2021-04-09
BAC210416C00032000,2021-03-02 20:24:54,32.0,3.85,3.95,3.96,call,2021-04-16
BAC210416C00033000,2021-03-02 20:39:16,33.0,3.05,3.25,3.2,call,2021-04-16
BAC210416C00034000,2021-03-02 20:43:00,34.0,2.4,2.45,2.49,call,2021-04-16
BAC210416C00035000,2021-03-02 20:39:13,35.0,1.81,1.87,1.91,call,2021-04-16
BAC210416C00036000,2021-03-02 20:30:12,36.0,1.34,1.38,1.38,call,2021-04-16
BAC210416C00037000,2021-03-02 20:59:53,37.0,0.97,0.98,0.98,call,2021-04-16
BAC210416C00038000,2021-03-02 20:57:34,38.0,0.67,0.7,0.7,call,2021-04-16
BAC210416C00039000,2021-03-02 20:47:25,39.0,0.45,0.48,0.48,call,2021-04-16
BAC210416P00032000,2021-03-02 20:57:48,32.0,0.5,0.53,0.5,put,2021-04-16
BAC210416P00033000,2021-03-02 20:57:39,33.0,0.73,0.76,0.7,put,2021-04-16
BAC210416P00034000,2021-03-02 20:39:37,34.0,1.04,1.07,1.04,put,2021-04-16
BAC210416P00035000,2021-03-02 20:56:09,35.0,1.44,1.49,1.41,put,2021-04-16
BAC210416P00036000,2021-03-02 20:47:03,36.0,1.95,2.01,1.92,put,2021-04-16
BAC210416P00037000,2021-03-02 15:45:08,37.0,2.56,2.63,2.45,put,2021-04-16
BAC210416P00038000,2021-03-02 17:11:42,38.0,3.25,3.35,3.25,put,2021-04-16
BAC210416P00039000,2021-02-26 15:21:13,39.0,4.0,4.15,4.6,put,2021-04-16
BAC210521C00032000,2021-03-02 20:15:45,32.0,4.2,4.4,4.38,call,2021-05-21
BAC210521C00033000,2021-03-02 20:49:02,33.0,3.55,3.65,3.64,call,2021-05-21
BAC210521C00034000,2021-03-02 20:33:33,34.0,2.9,2.96,3.05,call,2021-05-21
BAC210521C00035000,2021-03-02 20:46:22,35.0,2.35,2.4,2.4,call,2021-05-21
BAC210521C00036000,2021-03-02 20:46:22,36.0,1.87,1.93,1.94,call,2021-05-21
BAC210521C00037000,2021-03-02 20:07:52,37.0,1.47,1.5,1.51,call,2021-05-21
BAC210521C00038000,2021-03-02 20:57:49,38.0,1.13,1.17,1.16,call,2021-05-21
BAC210521C00039000,2021-03-02 20:13:15,39.0,0.86,0.88,0.92,call,2021-05-21
BAC210521P00032000,2021-03-02 18:48:26,32.0,0.87,0.91,0.82,put,2021-05-21
BAC210521P00033000,2021-03-02 20:18:23,33.0,1.15,1.19,1.11,put,2021-05-21
BAC210521P00034000,2021-03-02 20:55:16,34.0,1.52,1.56,1.49,put,2021-05-21
BAC210521P00035000,2021-03-02 20:56:23,35.0,1.96,2.0,1.93,put,2021-05-21
BAC210521P00036000,2021-03-02 18:15:00,36.0,2.46,2.52,2.35,put,2021-05-21
BAC210521P00037000,2021-03-02 20:36:44,37.0,3.05,3.15,3.05,put,2021-05-21
BAC210521P00038000,2021-03-02 20:46:29,38.0,3.7,3.8,3.64,put,2021-05-21
BAC210521P00039000,2021-03-01 20:22:48,39.0,4.4,4.55,4.41,put,2021-05-21
BAC210618C00032000,2021-03-02 20:55:52,32.0,4.45,4.55,4.55,call,2021-06-18
BAC210618C00035000,2021-03-02 20:59:27,35.0,2.61,2.7,2.67,call,2021-06-18
BAC210618C00037000,2021-03-02 19:52:55,37.0,1.71,1.78,1.81,call,2021-06-18
BAC210618P00032000,2021-03-02 18:55:39,32.0,1.16,1.22,1.17,put,2021-06-18
BAC210618P00035000,2021-03-02 20:54:40,35.0,2.35,2.41,2.31,put,2021-06-18
BAC210618P00037000,2021-03-01 20:41:12,37.0,3.35,3.55,3.25,put,2021-06-18
BAC210820C00032000,2021-03-02 19:22:39,32.0,4.95,5.15,5.05,call,2021-08-20
BAC210820C00033000,2021-03-02 18:25:45,33.0,4.35,4.5,4.55,call,2021-08-20
BAC210820C00034000,2021-03-01 20:01:22,34.0,3.75,3.85,4.15,call,2021-08-20
BAC210820C00035000,2021-03-02 20:59:25,35.0,3.25,3.35,3.3,call,2021-08-20
BAC210820C00036000,2021-03-02 20:03:10,36.0,2.73,2.93,2.87,call,2021-08-20
BAC210820C00037000,2021-03-02 17:47:01,37.0,2.35,2.44,2.35,call,2021-08-20
BAC210820C00038000,2021-03-02 20:09:44,38.0,2.0,2.11,2.08,call,2021-08-20
BAC210820C00039000,2021-03-02 19:20:21,39.0,1.62,1.73,1.7,call,2021-08-20
BAC210820P00032000,2021-03-02 19:14:04,32.0,1.67,1.88,1.72,put,2021-08-20
BAC210820P00033000,2021-03-02 19:41:15,33.0,2.06,2.15,2.03,put,2021-08-20
BAC210820P00034000,2021-03-01 20:41:00,34.0,2.49,2.58,2.43,put,2021-08-20
BAC210820P00035000,2021-03-02 16:57:37,35.0,2.98,3.05,3.0,put,2021-08-20
BAC210820P00036000,2021-03-01 20:09:43,36.0,3.45,3.6,3.35,put,2021-08-20
BAC210820P00037000,2021-03-02 17:15:47,37.0,4.05,4.2,4.05,put,2021-08-20
BAC210820P00038000,2021-03-01 18:35:53,38.0,4.65,4.8,4.55,put,2021-08-20
