contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
USB210319C00047500,2021-03-15 18:50:04,31.0,47.5,6.25,6.6,6.3,call,2021-03-19
USB210319C00048000,2021-03-04 15:04:03,,48.0,4.5,7.55,3.53,call,2021-03-19
USB210319C00048500,2021-03-15 15:48:14,6.0,48.5,5.4,5.65,4.9,call,2021-03-19
USB210319C00049000,2021-03-05 20:51:16,1.0,49.0,4.35,5.15,3.85,call,2021-03-19
USB210319C00049500,2021-03-05 17:10:15,1.0,49.5,3.25,6.05,2.35,call,2021-03-19
USB210319C00050000,2021-03-15 19:11:28,39.0,50.0,3.95,4.15,3.75,call,2021-03-19
USB210319C00050500,2021-03-05 16:44:57,2.0,50.5,3.5,3.65,3.4,call,2021-03-19
USB210319C00051000,2021-03-08 19:33:20,1.0,51.0,3.0,3.15,3.3,call,2021-03-19
USB210319C00051500,2021-03-11 16:13:14,2.0,51.5,2.38,2.71,3.0,call,2021-03-19
USB210319C00052000,2021-03-12 20:28:36,2.0,52.0,2.0,2.41,2.67,call,2021-03-19
USB210319C00052500,2021-03-15 19:58:27,54.0,52.5,1.66,1.83,1.61,call,2021-03-19
USB210319C00053000,2021-03-15 19:51:57,37.0,53.0,1.24,1.43,1.25,call,2021-03-19
USB210319C00054000,2021-03-15 19:59:40,370.0,54.0,0.66,0.82,0.75,call,2021-03-19
USB210319C00055000,2021-03-15 19:28:57,290.0,55.0,0.25,0.39,0.27,call,2021-03-19
USB210319C00056000,2021-03-15 19:49:18,153.0,56.0,0.14,0.18,0.13,call,2021-03-19
USB210319C00057000,2021-03-15 19:18:11,33.0,57.0,0.06,0.08,0.04,call,2021-03-19
USB210319C00057500,2021-03-15 17:09:01,8.0,57.5,0.04,0.06,0.03,call,2021-03-19
USB210319C00058000,2021-03-15 04:10:21,,58.0,0.0,0.07,0.1,call,2021-03-19
USB210319C00059000,2021-03-15 04:10:21,1.0,59.0,0.0,0.03,0.02,call,2021-03-19
USB210319C00060000,2021-03-15 18:20:27,1.0,60.0,0.01,0.03,0.01,call,2021-03-19
USB210319P00046500,2021-03-04 20:36:22,37.0,46.5,0.0,0.05,0.27,put,2021-03-19
