contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
MSFT210305C00215000,2021-03-01 17:40:14,215.0,21.5,22.6,21.9,call,2021-03-05
MSFT210305C00217500,2021-02-26 18:20:15,217.5,18.75,20.15,18.01,call,2021-03-05
MSFT210305C00220000,2021-03-01 19:49:41,220.0,16.95,17.6,17.2,call,2021-03-05
MSFT210305C00222500,2021-03-01 20:21:17,222.5,14.6,15.15,14.3,call,2021-03-05
MSFT210305C00225000,2021-03-01 20:52:18,225.0,12.15,12.7,12.6,call,2021-03-05
MSFT210305C00227500,2021-03-01 20:36:26,227.5,9.15,10.35,9.62,call,2021-03-05
MSFT210305C00230000,2021-03-01 20:59:17,230.0,7.0,7.95,7.65,call,2021-03-05
MSFT210305C00232500,2021-03-01 20:59:28,232.5,5.3,5.85,5.75,call,2021-03-05
MSFT210305C00235000,2021-03-01 20:59:28,235.0,3.3,3.7,3.8,call,2021-03-05
MSFT210305C00237500,2021-03-01 20:59:28,237.5,1.85,2.27,2.3,call,2021-03-05
MSFT210305C00240000,2021-03-01 20:59:58,240.0,1.02,1.3,1.09,call,2021-03-05
MSFT210305C00242500,2021-03-01 20:59:23,242.5,0.5,0.67,0.61,call,2021-03-05
MSFT210305C00245000,2021-03-01 20:59:58,245.0,0.22,0.3,0.25,call,2021-03-05
MSFT210305C00247500,2021-03-01 20:58:06,247.5,0.1,0.14,0.12,call,2021-03-05
MSFT210305C00250000,2021-03-01 20:58:54,250.0,0.05,0.08,0.07,call,2021-03-05
MSFT210305C00252500,2021-03-01 20:56:41,252.5,0.02,0.04,0.04,call,2021-03-05
MSFT210305C00255000,2021-03-01 20:51:44,255.0,0.02,0.04,0.03,call,2021-03-05
MSFT210305C00257500,2021-03-01 20:04:42,257.5,0.01,0.03,0.03,call,2021-03-05
MSFT210305C00260000,2021-03-01 20:55:18,260.0,0.02,0.02,0.02,call,2021-03-05
MSFT210305P00215000,2021-03-01 20:53:50,215.0,0.09,0.1,0.09,put,2021-03-05
MSFT210305P00217500,2021-03-01 20:57:11,217.5,0.09,0.15,0.1,put,2021-03-05
MSFT210305P00220000,2021-03-01 20:49:54,220.0,0.11,0.15,0.13,put,2021-03-05
MSFT210305P00222500,2021-03-01 20:50:07,222.5,0.15,0.2,0.18,put,2021-03-05
MSFT210305P00225000,2021-03-01 20:59:13,225.0,0.2,0.27,0.23,put,2021-03-05
MSFT210305P00227500,2021-03-01 20:54:07,227.5,0.29,0.37,0.31,put,2021-03-05
MSFT210305P00230000,2021-03-01 20:59:50,230.0,0.49,0.6,0.54,put,2021-03-05
MSFT210305P00232500,2021-03-01 20:59:38,232.5,0.85,1.01,0.85,put,2021-03-05
MSFT210305P00235000,2021-03-01 20:59:59,235.0,1.47,1.75,1.6,put,2021-03-05
MSFT210305P00237500,2021-03-01 20:58:00,237.5,2.36,2.9,2.87,put,2021-03-05
MSFT210305P00240000,2021-03-01 20:59:58,240.0,3.8,4.3,4.05,put,2021-03-05
MSFT210305P00242500,2021-03-01 19:03:57,242.5,5.6,6.15,6.2,put,2021-03-05
MSFT210305P00245000,2021-03-01 20:49:04,245.0,7.85,8.45,8.56,put,2021-03-05
MSFT210305P00247500,2021-02-26 20:07:22,247.5,10.2,10.7,11.55,put,2021-03-05
MSFT210305P00250000,2021-03-01 17:44:54,250.0,12.65,13.65,13.1,put,2021-03-05
MSFT210305P00252500,2021-02-26 15:06:47,252.5,14.9,15.65,21.41,put,2021-03-05
MSFT210305P00255000,2021-02-25 17:55:16,255.0,17.55,18.15,25.25,put,2021-03-05
MSFT210305P00257500,2021-02-26 15:42:13,257.5,19.95,21.4,25.6,put,2021-03-05
MSFT210305P00260000,2021-03-01 17:24:15,260.0,22.45,23.15,23.45,put,2021-03-05
MSFT210312C00215000,2021-02-26 20:02:19,215.0,22.4,23.05,20.25,call,2021-03-12
MSFT210312C00217500,2021-02-26 17:11:11,217.5,19.95,20.85,18.2,call,2021-03-12
MSFT210312C00220000,2021-03-01 20:40:53,220.0,17.55,18.1,17.95,call,2021-03-12
MSFT210312C00222500,2021-03-01 18:11:52,222.5,15.15,16.0,14.5,call,2021-03-12
MSFT210312C00225000,2021-03-01 19:46:14,225.0,12.85,13.45,12.4,call,2021-03-12
MSFT210312C00227500,2021-03-01 20:54:40,227.5,10.65,11.45,11.05,call,2021-03-12
MSFT210312C00230000,2021-03-01 20:54:40,230.0,8.55,9.1,8.45,call,2021-03-12
MSFT210312C00232500,2021-03-01 20:54:40,232.5,6.05,6.95,6.7,call,2021-03-12
MSFT210312C00235000,2021-03-01 20:46:44,235.0,4.95,5.25,5.35,call,2021-03-12
MSFT210312C00237500,2021-03-01 20:57:13,237.5,3.3,3.85,3.8,call,2021-03-12
MSFT210312C00240000,2021-03-01 20:59:16,240.0,2.25,2.69,2.52,call,2021-03-12
MSFT210312C00242500,2021-03-01 20:59:32,242.5,1.3,1.74,1.7,call,2021-03-12
MSFT210312C00245000,2021-03-01 20:59:21,245.0,0.95,1.1,1.09,call,2021-03-12
MSFT210312C00247500,2021-03-01 20:50:43,247.5,0.55,0.69,0.68,call,2021-03-12
MSFT210312C00250000,2021-03-01 20:55:34,250.0,0.35,0.41,0.4,call,2021-03-12
MSFT210312C00252500,2021-03-01 20:31:32,252.5,0.2,0.3,0.25,call,2021-03-12
MSFT210312C00255000,2021-03-01 20:50:04,255.0,0.13,0.2,0.16,call,2021-03-12
MSFT210312C00257500,2021-03-01 20:49:40,257.5,0.08,0.15,0.11,call,2021-03-12
MSFT210312C00260000,2021-03-01 20:52:19,260.0,0.05,0.1,0.07,call,2021-03-12
MSFT210312P00215000,2021-03-01 20:59:26,215.0,0.38,0.55,0.46,put,2021-03-12
MSFT210312P00217500,2021-03-01 19:50:39,217.5,0.44,0.76,0.53,put,2021-03-12
MSFT210312P00220000,2021-03-01 20:54:41,220.0,0.52,0.87,0.55,put,2021-03-12
MSFT210312P00222500,2021-03-01 20:40:13,222.5,0.69,0.81,0.9,put,2021-03-12
MSFT210312P00225000,2021-03-01 20:59:26,225.0,0.86,1.02,0.94,put,2021-03-12
MSFT210312P00227500,2021-03-01 20:54:18,227.5,1.15,1.3,1.3,put,2021-03-12
MSFT210312P00230000,2021-03-01 20:41:53,230.0,1.52,1.74,1.55,put,2021-03-12
MSFT210312P00232500,2021-03-01 20:59:34,232.5,2.08,2.33,2.16,put,2021-03-12
MSFT210312P00235000,2021-03-01 20:59:03,235.0,2.85,3.2,3.02,put,2021-03-12
MSFT210312P00237500,2021-03-01 20:36:24,237.5,3.95,4.9,4.17,put,2021-03-12
MSFT210312P00240000,2021-03-01 20:59:16,240.0,5.3,5.55,5.4,put,2021-03-12
MSFT210312P00242500,2021-03-01 20:36:12,242.5,6.65,7.9,7.18,put,2021-03-12
MSFT210312P00245000,2021-03-01 20:59:30,245.0,8.35,9.05,8.9,put,2021-03-12
MSFT210312P00247500,2021-03-01 19:05:28,247.5,10.45,11.9,11.31,put,2021-03-12
MSFT210312P00250000,2021-03-01 15:06:11,250.0,12.65,13.45,14.99,put,2021-03-12
MSFT210312P00252500,2021-02-22 16:43:15,252.5,15.0,16.55,16.75,put,2021-03-12
MSFT210312P00255000,2021-02-26 14:32:36,255.0,17.45,19.0,22.95,put,2021-03-12
MSFT210312P00257500,2021-02-24 19:07:16,257.5,20.0,21.45,24.3,put,2021-03-12
MSFT210312P00260000,2021-02-26 20:53:04,260.0,22.2,23.2,25.7,put,2021-03-12
MSFT210319C00215000,2021-03-01 20:46:54,215.0,22.75,23.4,22.64,call,2021-03-19
MSFT210319C00217500,2021-02-26 17:24:47,217.5,20.4,21.3,19.45,call,2021-03-19
MSFT210319C00220000,2021-03-01 20:57:51,220.0,17.3,18.6,17.98,call,2021-03-19
MSFT210319C00222500,2021-03-01 19:30:44,222.5,15.85,16.7,15.75,call,2021-03-19
MSFT210319C00225000,2021-03-01 20:54:40,225.0,13.65,14.1,13.56,call,2021-03-19
MSFT210319C00227500,2021-03-01 20:50:02,227.5,11.0,12.2,11.46,call,2021-03-19
MSFT210319C00230000,2021-03-01 20:59:03,230.0,8.9,10.1,10.0,call,2021-03-19
MSFT210319C00232500,2021-03-01 20:59:12,232.5,7.2,8.25,8.0,call,2021-03-19
MSFT210319C00235000,2021-03-01 20:55:26,235.0,6.25,6.65,6.6,call,2021-03-19
MSFT210319C00237500,2021-03-01 20:53:39,237.5,4.85,5.15,5.07,call,2021-03-19
MSFT210319C00240000,2021-03-01 20:59:22,240.0,3.6,3.95,3.8,call,2021-03-19
MSFT210319C00242500,2021-03-01 20:54:40,242.5,2.65,2.95,2.9,call,2021-03-19
MSFT210319C00245000,2021-03-01 20:59:40,245.0,1.65,2.11,2.1,call,2021-03-19
MSFT210319C00247500,2021-03-01 20:48:03,247.5,0.97,1.5,1.45,call,2021-03-19
MSFT210319C00250000,2021-03-01 20:57:52,250.0,0.89,1.05,1.01,call,2021-03-19
MSFT210319C00252500,2021-03-01 20:48:03,252.5,0.62,0.71,0.68,call,2021-03-19
MSFT210319C00255000,2021-03-01 20:38:57,255.0,0.36,0.5,0.47,call,2021-03-19
MSFT210319C00257500,2021-03-01 20:29:23,257.5,0.28,0.37,0.32,call,2021-03-19
MSFT210319C00260000,2021-03-01 20:36:24,260.0,0.22,0.28,0.23,call,2021-03-19
MSFT210319P00215000,2021-03-01 20:53:40,215.0,0.75,1.11,0.78,put,2021-03-19
MSFT210319P00217500,2021-03-01 20:38:10,217.5,0.87,1.01,0.98,put,2021-03-19
MSFT210319P00220000,2021-03-01 20:53:55,220.0,1.07,1.3,1.21,put,2021-03-19
MSFT210319P00222500,2021-03-01 20:55:33,222.5,1.32,1.77,1.45,put,2021-03-19
MSFT210319P00225000,2021-03-01 20:58:47,225.0,1.62,1.9,1.64,put,2021-03-19
MSFT210319P00227500,2021-03-01 20:32:07,227.5,2.04,2.6,2.22,put,2021-03-19
MSFT210319P00230000,2021-03-01 20:59:21,230.0,2.54,2.82,2.69,put,2021-03-19
MSFT210319P00232500,2021-03-01 20:53:47,232.5,3.3,4.3,3.35,put,2021-03-19
MSFT210319P00235000,2021-03-01 20:48:57,235.0,4.15,4.6,4.5,put,2021-03-19
MSFT210319P00237500,2021-03-01 20:50:02,237.5,5.15,6.2,5.8,put,2021-03-19
MSFT210319P00240000,2021-03-01 20:59:15,240.0,6.45,7.1,6.7,put,2021-03-19
MSFT210319P00242500,2021-03-01 19:03:57,242.5,7.85,9.05,8.45,put,2021-03-19
MSFT210319P00245000,2021-03-01 20:54:40,245.0,9.7,10.4,10.2,put,2021-03-19
MSFT210319P00247500,2021-02-26 15:39:45,247.5,11.35,12.65,17.9,put,2021-03-19
MSFT210319P00250000,2021-03-01 20:14:24,250.0,13.45,14.25,13.87,put,2021-03-19
MSFT210319P00252500,2021-02-26 15:39:57,252.5,15.45,16.95,21.9,put,2021-03-19
MSFT210319P00255000,2021-02-25 18:42:14,255.0,17.75,20.6,25.07,put,2021-03-19
MSFT210319P00257500,2021-02-22 16:27:19,257.5,20.2,21.65,23.5,put,2021-03-19
MSFT210319P00260000,2021-03-01 20:40:57,260.0,22.6,23.5,23.6,put,2021-03-19
MSFT210326C00215000,2021-02-26 16:35:02,215.0,23.2,24.0,20.55,call,2021-03-26
MSFT210326C00217500,2021-03-01 16:16:49,217.5,19.9,21.7,20.51,call,2021-03-26
MSFT210326C00220000,2021-03-01 20:42:56,220.0,17.8,19.45,18.65,call,2021-03-26
MSFT210326C00222500,2021-02-26 20:59:22,222.5,15.6,17.35,14.35,call,2021-03-26
MSFT210326C00225000,2021-03-01 15:38:37,225.0,13.45,15.2,13.9,call,2021-03-26
MSFT210326C00227500,2021-03-01 17:59:58,227.5,11.4,13.05,12.0,call,2021-03-26
MSFT210326C00230000,2021-03-01 16:52:42,230.0,9.5,11.0,10.8,call,2021-03-26
MSFT210326C00232500,2021-03-01 17:01:45,232.5,7.75,9.45,9.0,call,2021-03-26
MSFT210326C00235000,2021-03-01 20:39:01,235.0,6.15,7.7,7.15,call,2021-03-26
MSFT210326C00237500,2021-03-01 20:57:18,237.5,4.75,6.4,5.9,call,2021-03-26
MSFT210326C00240000,2021-03-01 20:48:08,240.0,3.5,5.0,4.6,call,2021-03-26
MSFT210326C00242500,2021-03-01 20:53:59,242.5,2.51,4.05,3.8,call,2021-03-26
MSFT210326C00245000,2021-03-01 20:45:39,245.0,2.03,3.05,2.77,call,2021-03-26
MSFT210326C00247500,2021-03-01 20:59:44,247.5,1.15,2.26,2.23,call,2021-03-26
MSFT210326C00250000,2021-03-01 20:59:19,250.0,1.4,1.7,1.65,call,2021-03-26
MSFT210326C00252500,2021-03-01 20:13:45,252.5,0.63,1.25,1.21,call,2021-03-26
MSFT210326C00255000,2021-03-01 20:54:50,255.0,0.64,0.96,0.9,call,2021-03-26
MSFT210326C00257500,2021-03-01 20:57:19,257.5,0.54,0.65,0.6,call,2021-03-26
MSFT210326C00260000,2021-03-01 20:52:52,260.0,0.1,0.49,0.44,call,2021-03-26
MSFT210326P00215000,2021-03-01 20:46:34,215.0,1.16,1.66,1.46,put,2021-03-26
MSFT210326P00217500,2021-03-01 20:39:30,217.5,1.32,2.29,1.73,put,2021-03-26
MSFT210326P00220000,2021-03-01 20:50:03,220.0,1.61,1.8,2.0,put,2021-03-26
MSFT210326P00222500,2021-03-01 20:28:16,222.5,1.87,3.05,1.97,put,2021-03-26
MSFT210326P00225000,2021-03-01 20:54:22,225.0,2.27,2.85,2.55,put,2021-03-26
MSFT210326P00227500,2021-03-01 20:34:02,227.5,2.75,4.15,3.0,put,2021-03-26
MSFT210326P00230000,2021-03-01 20:36:48,230.0,3.45,3.8,3.96,put,2021-03-26
MSFT210326P00232500,2021-03-01 20:10:44,232.5,4.1,4.75,5.24,put,2021-03-26
MSFT210326P00235000,2021-03-01 20:12:56,235.0,5.0,6.6,6.19,put,2021-03-26
MSFT210326P00237500,2021-03-01 16:43:33,237.5,6.1,6.65,6.54,put,2021-03-26
MSFT210326P00240000,2021-03-01 20:55:35,240.0,7.35,9.0,7.45,put,2021-03-26
MSFT210326P00242500,2021-02-26 20:14:52,242.5,8.75,9.4,11.65,put,2021-03-26
MSFT210326P00245000,2021-03-01 20:15:41,245.0,10.35,11.05,10.65,put,2021-03-26
MSFT210326P00247500,2021-03-01 17:39:14,247.5,12.0,13.75,12.55,put,2021-03-26
MSFT210326P00250000,2021-02-26 15:02:47,250.0,14.0,15.6,20.6,put,2021-03-26
MSFT210326P00252500,2021-02-25 14:42:13,252.5,16.0,17.6,20.23,put,2021-03-26
MSFT210326P00255000,2021-02-26 15:36:17,255.0,18.25,19.3,20.5,put,2021-03-26
MSFT210326P00257500,2021-02-26 15:36:17,257.5,20.5,21.3,22.8,put,2021-03-26
MSFT210326P00260000,2021-02-26 15:16:54,260.0,22.85,24.3,29.4,put,2021-03-26
MSFT210401C00215000,2021-03-01 19:58:33,215.0,22.65,24.5,23.85,call,2021-04-01
MSFT210401C00217500,2021-03-01 19:58:33,217.5,21.35,22.2,21.35,call,2021-04-01
MSFT210401C00220000,2021-03-01 18:41:28,220.0,18.15,20.0,18.75,call,2021-04-01
MSFT210401C00222500,2021-02-25 19:52:28,222.5,15.95,17.85,13.95,call,2021-04-01
MSFT210401C00225000,2021-03-01 19:25:26,225.0,13.9,15.75,14.95,call,2021-04-01
MSFT210401C00227500,2021-03-01 19:17:13,227.5,11.95,13.85,13.04,call,2021-04-01
MSFT210401C00230000,2021-03-01 16:41:12,230.0,10.1,12.0,11.65,call,2021-04-01
MSFT210401C00232500,2021-03-01 20:24:31,232.5,8.35,10.3,10.0,call,2021-04-01
MSFT210401C00235000,2021-03-01 20:29:48,235.0,6.8,8.5,8.3,call,2021-04-01
MSFT210401C00237500,2021-03-01 20:57:34,237.5,5.55,7.25,6.9,call,2021-04-01
MSFT210401C00240000,2021-03-01 20:59:17,240.0,5.35,5.75,5.7,call,2021-04-01
MSFT210401C00242500,2021-03-01 20:59:23,242.5,4.35,4.7,4.71,call,2021-04-01
MSFT210401C00245000,2021-03-01 20:59:15,245.0,3.4,3.8,3.6,call,2021-04-01
MSFT210401C00247500,2021-03-01 20:48:42,247.5,2.2,3.0,2.72,call,2021-04-01
MSFT210401C00250000,2021-03-01 20:59:17,250.0,1.76,2.3,2.21,call,2021-04-01
MSFT210401C00252500,2021-03-01 20:43:09,252.5,0.85,1.77,1.66,call,2021-04-01
MSFT210401C00255000,2021-03-01 19:53:38,255.0,0.98,1.38,1.3,call,2021-04-01
MSFT210401C00257500,2021-03-01 19:28:04,257.5,0.81,1.05,0.95,call,2021-04-01
MSFT210401C00260000,2021-03-01 20:52:15,260.0,0.13,1.51,0.72,call,2021-04-01
MSFT210401P00215000,2021-03-01 20:25:58,215.0,1.2,2.42,1.47,put,2021-04-01
MSFT210401P00217500,2021-03-01 20:43:28,217.5,1.71,2.84,1.91,put,2021-04-01
MSFT210401P00220000,2021-03-01 18:54:25,220.0,2.01,3.25,2.25,put,2021-04-01
MSFT210401P00222500,2021-03-01 20:08:25,222.5,2.34,3.3,2.6,put,2021-04-01
MSFT210401P00225000,2021-03-01 20:59:28,225.0,2.9,3.2,3.05,put,2021-04-01
MSFT210401P00227500,2021-03-01 20:32:10,227.5,3.4,3.8,3.74,put,2021-04-01
MSFT210401P00230000,2021-03-01 20:45:34,230.0,4.1,4.5,4.49,put,2021-04-01
MSFT210401P00232500,2021-03-01 20:20:10,232.5,4.75,6.6,5.3,put,2021-04-01
MSFT210401P00235000,2021-03-01 17:05:55,235.0,5.75,6.3,6.0,put,2021-04-01
MSFT210401P00237500,2021-03-01 19:05:20,237.5,6.8,7.4,7.35,put,2021-04-01
MSFT210401P00240000,2021-03-01 20:29:31,240.0,8.05,10.75,8.25,put,2021-04-01
MSFT210401P00242500,2021-03-01 17:58:47,242.5,9.4,11.5,10.33,put,2021-04-01
MSFT210401P00245000,2021-02-24 14:45:52,245.0,10.95,12.9,16.98,put,2021-04-01
MSFT210401P00247500,2021-02-18 20:38:17,247.5,12.7,14.5,10.35,put,2021-04-01
MSFT210401P00250000,2021-02-22 17:22:36,250.0,14.45,17.3,19.0,put,2021-04-01
MSFT210401P00252500,2021-02-23 14:39:33,252.5,16.45,18.35,23.53,put,2021-04-01
MSFT210401P00255000,2021-02-25 20:33:36,255.0,18.55,19.35,27.33,put,2021-04-01
MSFT210401P00260000,2021-02-22 16:06:34,260.0,23.0,23.85,26.67,put,2021-04-01
MSFT210409C00220000,2021-02-25 15:39:11,220.0,18.55,20.55,19.32,call,2021-04-09
MSFT210409C00222500,2021-02-25 20:37:40,222.5,16.4,18.5,15.55,call,2021-04-09
MSFT210409C00225000,2021-02-26 15:57:35,225.0,14.4,16.5,14.69,call,2021-04-09
MSFT210409C00227500,2021-02-26 15:01:44,227.5,12.95,14.65,13.8,call,2021-04-09
MSFT210409C00230000,2021-03-01 17:38:50,230.0,10.7,12.85,12.1,call,2021-04-09
MSFT210409C00232500,2021-02-26 19:57:07,232.5,9.0,11.15,10.05,call,2021-04-09
MSFT210409C00235000,2021-03-01 17:45:08,235.0,8.45,9.6,8.76,call,2021-04-09
MSFT210409C00237500,2021-03-01 20:40:58,237.5,6.65,8.15,7.59,call,2021-04-09
MSFT210409C00240000,2021-03-01 20:48:09,240.0,5.1,7.1,6.5,call,2021-04-09
MSFT210409C00242500,2021-03-01 19:54:55,242.5,3.75,6.55,5.38,call,2021-04-09
MSFT210409C00245000,2021-03-01 20:34:31,245.0,2.9,5.35,4.39,call,2021-04-09
MSFT210409C00247500,2021-03-01 20:34:31,247.5,2.11,4.6,3.45,call,2021-04-09
MSFT210409C00250000,2021-03-01 20:25:42,250.0,1.8,3.5,2.99,call,2021-04-09
MSFT210409C00252500,2021-03-01 20:47:22,252.5,2.0,2.55,2.27,call,2021-04-09
MSFT210409C00255000,2021-03-01 20:39:39,255.0,1.16,2.44,1.75,call,2021-04-09
MSFT210409C00257500,2021-03-01 17:22:11,257.5,0.19,1.55,1.45,call,2021-04-09
MSFT210409C00260000,2021-03-01 20:59:15,260.0,0.2,1.21,1.15,call,2021-04-09
MSFT210409P00215000,2021-03-01 20:32:15,215.0,1.91,3.2,2.2,put,2021-04-09
MSFT210409P00217500,2021-03-01 18:14:46,217.5,1.37,3.2,2.5,put,2021-04-09
MSFT210409P00220000,2021-02-26 19:50:25,220.0,2.57,3.6,2.68,put,2021-04-09
MSFT210409P00222500,2021-03-01 19:30:32,222.5,3.0,4.2,3.25,put,2021-04-09
MSFT210409P00225000,2021-03-01 20:01:27,225.0,3.55,4.85,3.75,put,2021-04-09
MSFT210409P00227500,2021-03-01 17:57:47,227.5,4.15,5.65,4.63,put,2021-04-09
MSFT210409P00230000,2021-03-01 20:01:27,230.0,4.75,6.4,5.1,put,2021-04-09
MSFT210409P00235000,2021-02-26 19:18:10,235.0,6.6,7.8,9.97,put,2021-04-09
MSFT210409P00240000,2021-02-26 18:50:51,240.0,8.9,10.25,12.83,put,2021-04-09
MSFT210409P00245000,2021-03-01 15:28:44,245.0,11.75,13.25,12.95,put,2021-04-09
MSFT210409P00255000,2021-03-01 18:48:35,255.0,19.05,21.9,19.95,put,2021-04-09
MSFT210416C00215000,2021-03-01 20:14:42,215.0,23.8,25.35,24.8,call,2021-04-16
MSFT210416C00220000,2021-03-01 20:59:59,220.0,19.65,20.95,20.95,call,2021-04-16
MSFT210416C00225000,2021-03-01 20:59:12,225.0,15.8,17.1,16.83,call,2021-04-16
MSFT210416C00230000,2021-03-01 20:57:03,230.0,12.4,13.4,12.95,call,2021-04-16
MSFT210416C00235000,2021-03-01 20:59:13,235.0,9.85,10.4,10.1,call,2021-04-16
MSFT210416C00240000,2021-03-01 20:59:28,240.0,7.2,7.55,7.39,call,2021-04-16
MSFT210416C00245000,2021-03-01 20:59:36,245.0,5.1,5.4,5.3,call,2021-04-16
MSFT210416C00250000,2021-03-01 20:59:23,250.0,3.4,3.8,3.57,call,2021-04-16
MSFT210416C00255000,2021-03-01 20:59:47,255.0,2.22,2.5,2.32,call,2021-04-16
MSFT210416C00260000,2021-03-01 20:59:12,260.0,1.51,1.65,1.62,call,2021-04-16
MSFT210416P00215000,2021-03-01 20:59:23,215.0,2.43,3.2,2.51,put,2021-04-16
MSFT210416P00220000,2021-03-01 20:53:44,220.0,3.2,3.45,3.2,put,2021-04-16
MSFT210416P00225000,2021-03-01 20:59:23,225.0,4.25,4.95,4.45,put,2021-04-16
MSFT210416P00230000,2021-03-01 20:59:20,230.0,5.65,6.05,5.8,put,2021-04-16
MSFT210416P00235000,2021-03-01 20:59:20,235.0,7.55,7.95,7.8,put,2021-04-16
