strike,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-06-18,2021-09-17
1.0,1.8125,0.5,1.90625,1.375,1.625,1.09375,1.375
2.0,1.8125,0.5,1.90625,1.375,1.625,1.09375,1.375
3.0,1.8125,0.5,1.90625,1.375,1.625,1.09375,1.375
4.0,1.8125,0.5,1.90625,1.375,1.4375,1.09375,1.375
5.0,1.8125,1.03125,1.90625,1.375,1.265625,1.15625,1.59375
6.0,1.8125,1.21875,1.90625,1.375,1.40625,1.375,1.5390625
6.5,1.8125,1.328125,1.90625,1.375,1.46875,1.4296875,1.55859375
7.0,1.8125,1.4375,1.90625,1.53125,1.53125,1.484375,1.578125
7.5,1.8125,1.5625,1.90625,1.5625,1.5546875,1.546875,1.60546875
8.0,1.8125,1.6875,1.90625,1.65625,1.578125,1.609375,1.6328125
8.5,1.8125,1.734375,1.90625,1.703125,1.640625,1.640625,1.62109375
9.0,1.9375,1.78125,1.6875,1.71875,1.703125,1.671875,1.609375
9.5,1.9375,1.859375,1.96875,1.8125,1.7421875,1.6796875,1.640625
10.0,1.9375,1.9375,1.96875,1.875,1.78125,1.6875,1.671875
10.5,1.9375,1.9375,1.8125,1.9375,1.796875,1.71875,1.73828125
11.0,1.9375,1.9375,1.96875,1.96875,1.8125,1.75,1.8046875
11.5,1.9375,1.9375,1.96875,1.875,1.828125,1.8671875,1.76953125
12.0,1.9375,1.9375,1.96875,1.875,1.84375,1.984375,1.734375
12.5,1.9375,1.9375,1.96875,1.875,1.859375,1.8984375,1.828125
13.0,1.9375,1.9375,1.96875,1.875,1.875,1.8125,1.921875
13.5,1.9375,1.9375,1.96875,1.875,1.90625,1.8984375,1.92578125
14.0,1.9375,1.9375,1.96875,1.875,1.9375,1.984375,1.9296875
14.5,1.9375,1.9375,1.96875,1.875,1.9375,1.9453125,1.89453125
15.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.859375
15.5,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.83203125
16.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.8046875
16.5,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.86328125
17.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.921875
17.5,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.8828125
18.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.84375
19.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.890625
20.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.96875
21.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.9296875
22.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.890625
23.0,1.9375,1.9375,1.96875,1.875,1.9375,1.90625,1.90625
