strike,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-11-19,2021-12-17,2021-12-31
133.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.421875,0.45556640625,0.370361328125
134.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.419921875,0.45556640625,0.370361328125
140.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.435546875,0.45556640625,0.370361328125
145.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.408203125,0.45556640625,0.370361328125
149.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.401611328125,0.45556640625,0.370361328125
150.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.39501953125,0.392578125,0.370361328125
151.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.3916015625,0.453125,0.370361328125
152.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.38818359375,0.40625,0.370361328125
153.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.384765625,0.44921875,0.370361328125
154.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.38134765625,0.4462890625,0.370361328125
155.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.3779296875,0.3828125,0.370361328125
158.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.370849609375,0.35546875,0.370361328125
160.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.36376953125,0.32470703125,0.370361328125
161.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.35712890625,0.46826171875,0.370361328125
162.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.35048828125,0.466796875,0.370361328125
163.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.484375,0.38720703125,0.451171875,0.423828125,0.33984375,0.37890625,0.39453125,0.34384765625,0.464111328125,0.370361328125
164.0,0.625,0.65625,0.38671875,0.39453125,0.4609375,0.5078125,0.38720703125,0.439453125,0.423828125,0.33984375,0.37890625,0.39453125,0.33720703125,0.46142578125,0.370361328125
