strike,2021-06-18,2021-07-16,2021-10-15
35.0,0.484375,0.890625,0.546875
37.5,0.484375,0.890625,0.5625
40.0,0.484375,0.890625,0.578125
42.5,0.484375,0.890625,0.55859375
45.0,0.484375,0.734375,0.5234375
47.5,0.484375,0.6640625,0.4296875
50.0,0.484375,0.6328125,0.35546875
52.5,0.484375,0.46875,0.31640625
55.0,0.484375,0.390625,0.337890625
57.5,0.5390625,0.375,0.30078125
60.0,0.3984375,0.3359375,0.275390625
62.5,0.3515625,0.2890625,0.259765625
65.0,0.28125,0.25,0.2265625
67.5,0.234375,0.21875,0.23828125
70.0,0.23046875,0.224609375,0.234375
72.5,0.171875,0.23828125,0.240234375
75.0,0.15625,0.23828125,0.2861328125
77.5,0.15625,0.23828125,0.390625
80.0,0.15625,0.23828125,0.390625
85.0,0.15625,0.23828125,0.390625
