strike,2021-04-16,2021-05-21,2021-07-16,2021-08-20
20.0,0.4609375,1.21875,0.96875,0.625
25.0,0.4609375,1.21875,0.96875,0.625
30.0,0.4609375,1.21875,0.828125,0.625
33.0,0.4609375,1.21875,0.6875,0.625
34.0,0.4609375,1.21875,0.7783203125,0.625
35.0,0.4609375,1.21875,0.869140625,0.625
36.0,0.4609375,1.21875,0.7265625,0.625
37.0,0.4609375,1.21875,0.583984375,0.8203125
38.0,0.4609375,1.0625,0.44140625,1.015625
39.0,0.4609375,1.14453125,0.4609375,0.83203125
40.0,0.4609375,0.53125,0.48046875,0.67578125
41.0,0.4609375,1.19140625,0.427734375,0.408203125
42.0,0.4609375,0.8046875,0.375,0.140625
43.0,0.4609375,1.591796875,0.412109375,0.8125
44.0,0.4609375,0.359375,0.44921875,1.015625
45.0,0.4609375,0.4677734375,0.486328125,0.68359375
46.0,0.4609375,0.576171875,0.4755859375,0.3671875
47.0,0.4609375,0.4453125,0.46484375,0.37109375
48.0,0.4609375,0.513671875,0.4680989583333333,0.453125
49.0,0.4609375,0.5078125,0.4713541666666667,0.37109375
50.0,0.4609375,0.52734375,0.474609375,0.482421875
55.0,0.4375,0.513671875,0.470703125,0.4990234375
60.0,0.625,0.50390625,0.4765625,0.451171875
65.0,0.75,0.5390625,0.47265625,0.5146484375
70.0,0.875,0.5703125,0.478515625,0.544921875
75.0,1.0,0.8828125,0.49609375,0.48828125
80.0,1.125,0.828125,0.484375,0.662109375
