strike,2021-04-16,2021-05-21,2021-07-16,2021-08-20
20.0,1.8125,0.9453125,0.75,0.7265625
25.0,1.8125,0.9453125,0.75,0.7265625
30.0,1.640625,0.9453125,0.7890625,0.7265625
33.0,1.46875,0.9453125,0.61328125,0.7265625
34.0,1.296875,0.9453125,0.583984375,0.7265625
35.0,1.125,0.9453125,0.5546875,0.57421875
36.0,1.05,0.9453125,0.5729166666666666,0.9140625
37.0,0.975,0.9453125,0.5911458333333334,0.7578125
38.0,0.9,0.5859375,0.609375,0.6015625
39.0,0.825,0.578125,0.59375,0.95703125
40.0,0.75,0.6796875,0.578125,0.609375
41.0,0.7078125,0.7265625,0.58203125,0.638671875
42.0,0.665625,0.59375,0.5859375,0.66796875
43.0,0.6234375,0.5703125,0.6145833333333334,0.556640625
44.0,0.58125,0.59765625,0.6432291666666666,0.509765625
45.0,0.5390625,0.546875,0.671875,0.5869140625
46.0,0.53203125,0.78515625,0.5634765625,0.53515625
47.0,0.525,0.58984375,0.455078125,0.56201171875
48.0,0.51796875,0.6484375,0.4720052083333333,0.5888671875
49.0,0.5109375,0.5390625,0.4889322916666667,0.57763671875
50.0,0.50390625,0.57421875,0.505859375,0.56640625
55.0,1.03125,0.734375,0.611328125,0.603515625
60.0,1.03125,0.65234375,0.615234375,0.712890625
65.0,1.03125,0.5703125,0.6083984375,0.712890625
70.0,1.03125,0.5703125,0.6015625,0.712890625
75.0,1.03125,0.5703125,0.6015625,0.712890625
80.0,1.03125,0.5703125,0.6015625,0.712890625
