strike,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-18,2021-09-17
0.5,1.5,1.3125,1.0,1.5,1.0,1.0,1.375
1.0,1.5,1.3125,1.0,1.5,1.0,1.0,1.375
2.0,1.5,1.3125,1.0,1.5,1.0,1.125,1.21875
2.5,1.5,1.3125,1.0,1.3125,1.0,1.125,1.3125
3.0,1.5,1.3125,1.0,1.125,1.125,1.125,1.40625
3.5,1.5,1.3125,1.0625,1.21875,1.125,1.234375,1.46875
4.0,1.5,1.3125,1.21875,1.3125,1.34375,1.34375,1.53125
4.5,1.5,1.3125,1.375,1.40625,1.40625,1.421875,1.5546875
5.0,1.5,1.5,1.53125,1.5,1.59375,1.5,1.578125
5.5,1.5,1.59375,1.625,1.625,1.375,1.5859375,1.578125
6.0,1.5,1.8125,1.6875,1.75,1.78125,1.671875,1.578125
6.5,1.5,1.4375,1.78125,1.78125,1.6875,1.7421875,1.6484375
7.0,1.5,1.125,1.9375,1.8125,1.71875,1.8125,1.71875
7.5,1.5,1.96875,1.875,1.890625,1.75,1.859375,1.75
8.0,1.5,1.96875,1.5625,1.96875,1.96875,1.90625,1.78125
8.5,1.5,1.6875,1.25,1.96875,1.6875,1.90625,1.796875
9.0,1.5,1.6875,1.25,1.96875,1.875,1.90625,1.8125
9.5,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.84375
10.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.875
10.5,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.875
11.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.875
11.5,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.8046875
12.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.734375
12.5,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.78125
13.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.828125
13.5,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.890625
14.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.953125
14.5,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.953125
15.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.953125
15.5,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.953125
16.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.953125
17.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.953125
18.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.953125
19.0,1.5,1.6875,1.25,1.96875,1.625,1.90625,1.953125
