,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,1.0,0.11934651269743188,0.08467321429093394,0.1035218201344069,0.44487416304193644,0.007943580587233632,0.12975779351345326,0.38874670715630416,0.07384971905831711,0.1973332321640799,0.7070599279877594,0.17955499406086997,0.3089123212676826,0.1806216125639961,0.0992171676458772,0.490208608439703,0.1292309323440952,0.04461993366981902,-0.4764534270461953,0.07975659534934083,0.40533472197127324
APHA,0.11934651269743188,1.0,0.1713080799462754,0.19791437582072732,0.18340245501938043,0.22736941803518954,0.6283076511225792,0.34183158468858443,0.17216465162738212,0.23759318816165065,0.08449384807197367,0.12782054487936886,0.2893148410184837,0.20196110426495745,0.7976882407555209,0.23740169720376317,0.28031234132375615,0.13882873435351242,-0.20581928005306074,0.2535152214505086,0.16884812311972924
BAC,0.08467321429093394,0.1713080799462754,1.0,0.8803732355137451,-0.02105488534378891,0.6295957482730583,0.20364135707288666,0.6684849315811573,0.9235301870848398,0.8070424842027846,0.08868873417522877,0.06869042945731767,0.19468232888727757,0.7544117123950804,0.2049180742548362,0.0617391668797388,0.04752277687431187,0.909307760179863,-0.37534134719847223,0.7200679309035994,0.3610795226339283
C,0.1035218201344069,0.19791437582072732,0.8803732355137451,1.0,-0.008619547896216445,0.6385838355962554,0.21609871606094783,0.6709365177964612,0.8482312514786701,0.8017071332968091,0.10926938950238786,0.09805697832718413,0.26432867508466257,0.7811239206658037,0.208056496704937,0.06116151815773974,0.059376653151518466,0.8182982030893493,-0.3974924033016455,0.7081755992999174,0.32249478599875564
DT,0.44487416304193644,0.18340245501938043,-0.02105488534378891,-0.008619547896216445,1.0,-0.12367957266674962,0.10555210021209262,0.33377437853455766,-0.030229394724170182,0.06399966014020174,0.5486361966745201,0.2889833755322875,0.3386995651439147,0.0674034524635755,0.15475150394798123,0.37672331945506615,0.14395655570383528,-0.047095689994220764,-0.43310509696027116,0.04888979994684505,0.32258517959942545
GE,0.007943580587233632,0.22736941803518954,0.6295957482730583,0.6385838355962554,-0.12367957266674962,1.0,0.2440597472561881,0.5884103121518052,0.6141852172134514,0.62961265878844,0.0075210118775805865,0.08315448955726241,0.15999795897341001,0.5963682359014466,0.20517548296177746,0.0560703820663031,0.01643957392600829,0.621541260725032,-0.35610852559661965,0.6234502820729744,0.32396992897078825
HEXO,0.12975779351345326,0.6283076511225792,0.20364135707288666,0.21609871606094783,0.10555210021209262,0.2440597472561881,1.0,0.31108466177569394,0.20012882426313516,0.2063197578196168,0.07486498464554282,0.11844153369758018,0.24495982961418736,0.22181734851553334,0.623885814808701,0.14781581405737948,0.1960108580304963,0.18624882038011564,-0.2269478527081091,0.20968320378371016,0.14748260970902985
IWM,0.38874670715630416,0.34183158468858443,0.6684849315811573,0.6709365177964612,0.33377437853455766,0.5884103121518052,0.31108466177569394,1.0,0.6489035597461729,0.6899119130827603,0.39557024075841185,0.2604039725337031,0.5081523427512948,0.6798845410270103,0.29699642414982425,0.3656689479130785,0.17675174588422177,0.6494898035777321,-0.660781947087255,0.6818791272592153,0.5884436886708039
JPM,0.07384971905831711,0.17216465162738212,0.9235301870848398,0.8482312514786701,-0.030229394724170182,0.6141852172134514,0.20012882426313516,0.6489035597461729,1.0,0.8308139980156245,0.08902852285334427,0.038821984828478026,0.21574303990455315,0.7510655084234618,0.19876181655789096,0.07172168080036245,0.06699359889277967,0.9048730960976827,-0.37433083626273633,0.7063506491305738,0.3693753291949623
MS,0.1973332321640799,0.23759318816165065,0.8070424842027846,0.8017071332968091,0.06399966014020174,0.62961265878844,0.2063197578196168,0.6899119130827603,0.8308139980156245,1.0,0.17926880532572106,0.12409632447368016,0.24134824025467175,0.7516871809414885,0.20867109787962412,0.16782436566257716,0.06071658050989242,0.7728788267469258,-0.42827256644650913,0.6789766085605118,0.4126947249500766
