,AAPL,APHA,BAC,C,GE,HEXO,IWM,JPM,MS,MSFT,TD,TLRY,TSLA,USB,XLE,XLV
AAPL,1.0,0.13711080027162958,0.3070501266263221,0.26966119536627725,0.16644666261736968,0.05929555535578334,0.49234891553023097,0.2644270867196862,0.39806643368688227,0.756884829136928,0.3514363778547458,0.12089507244330136,0.4780770047654493,0.22358083784281976,0.24561219402238835,0.5590099471270304
APHA,0.13711080027162958,1.0,0.2135233861060619,0.26267453478499864,0.24090089943784354,0.5468648418405676,0.32214723810867674,0.21901705663885343,0.24227372907468805,0.1297153065732469,0.22477903480873332,0.7419973253291158,0.2586719083947136,0.21502630320699967,0.28162891925333744,0.194297406524668
BAC,0.3070501266263221,0.2135233861060619,1.0,0.8940718346893406,0.6836019956272646,0.14474195325538772,0.7933523740041681,0.9332090643701114,0.8660036213463957,0.3436754473746338,0.7976049192817207,0.23703366583235033,0.18808582424730177,0.9015904531695274,0.7717494932694774,0.5762451471756921
C,0.26966119536627725,0.26267453478499864,0.8940718346893406,1.0,0.6749359468391509,0.28731369928309713,0.7880107043744602,0.8775274069420796,0.8168202642510294,0.3007041496184707,0.7862942785623526,0.29601394179496643,0.2333068823317884,0.853880591466668,0.7822355905875856,0.47171787028624845
GE,0.16644666261736968,0.24090089943784354,0.6836019956272646,0.6749359468391509,1.0,0.20977879657349421,0.6424919127818142,0.6863790854704519,0.6848715963499907,0.18295425101850574,0.6893765181217693,0.2017465266358885,0.11727734798687642,0.6640431410851033,0.6713558001967822,0.4586223124203924
HEXO,0.05929555535578334,0.5468648418405676,0.14474195325538772,0.28731369928309713,0.20977879657349421,1.0,0.2631155958268373,0.1700763092006068,0.13983998421611923,0.006422346906330771,0.20684222594090598,0.6123391537415603,0.21024137063146967,0.2105949765019797,0.25452010924205337,0.011638991860586964
IWM,0.49234891553023097,0.32214723810867674,0.7933523740041681,0.7880107043744602,0.6424919127818142,0.2631155958268373,1.0,0.7909900206457452,0.7951621300279996,0.5423965583940138,0.7662394722118134,0.3248505137110783,0.40994860570368846,0.7476474103611085,0.7695812143809005,0.683657901858175
JPM,0.2644270867196862,0.21901705663885343,0.9332090643701114,0.8775274069420796,0.6863790854704519,0.1700763092006068,0.7909900206457452,1.0,0.8649210024062999,0.3235496280240605,0.7935539222508602,0.2366637018357429,0.19747179925997352,0.8871657925450761,0.7767561256484283,0.5527146854436299
MS,0.39806643368688227,0.24227372907468805,0.8660036213463957,0.8168202642510294,0.6848715963499907,0.13983998421611923,0.7951621300279996,0.8649210024062999,1.0,0.42728097268645554,0.8076843635044999,0.2173881554365853,0.2700063820541986,0.7829648528036671,0.752681424054295,0.6388296882546255
MSFT,0.756884829136928,0.1297153065732469,0.3436754473746338,0.3007041496184707,0.18295425101850574,0.006422346906330771,0.5423965583940138,0.3235496280240605,0.42728097268645554,1.0,0.3769159356681095,0.1199982815816355,0.47515274637822735,0.2407877878412257,0.304133004196764,0.6961959534314879
TD,0.3514363778547458,0.22477903480873332,0.7976049192817207,0.7862942785623526,0.6893765181217693,0.20684222594090598,0.7662394722118134,0.7935539222508602,0.8076843635044999,0.3769159356681095,1.0,0.17354741647665728,0.30503981656372897,0.7618337447880387,0.7577885995517479,0.5863619145543639
TLRY,0.12089507244330136,0.7419973253291158,0.23703366583235033,0.29601394179496643,0.2017465266358885,0.6123391537415603,0.3248505137110783,0.2366637018357429,0.2173881554365853,0.1199982815816355,0.17354741647665728,1.0,0.20613956418309362,0.254915398789969,0.27961420519085356,0.13974625964586154
TSLA,0.4780770047654493,0.2586719083947136,0.18808582424730177,0.2333068823317884,0.11727734798687642,0.21024137063146967,0.40994860570368846,0.19747179925997352,0.2700063820541986,0.47515274637822735,0.30503981656372897,0.20613956418309362,1.0,0.12646609848856338,0.25418812763719284,0.3012577181048529
USB,0.22358083784281976,0.21502630320699967,0.9015904531695274,0.853880591466668,0.6640431410851033,0.2105949765019797,0.7476474103611085,0.8871657925450761,0.7829648528036671,0.2407877878412257,0.7618337447880387,0.254915398789969,0.12646609848856338,1.0,0.7209608487945856,0.5110674380012279
XLE,0.24561219402238835,0.28162891925333744,0.7717494932694774,0.7822355905875856,0.6713558001967822,0.25452010924205337,0.7695812143809005,0.7767561256484283,0.752681424054295,0.304133004196764,0.7577885995517479,0.27961420519085356,0.25418812763719284,0.7209608487945856,1.0,0.5306632520972677
XLV,0.5590099471270304,0.194297406524668,0.5762451471756921,0.47171787028624845,0.4586223124203924,0.011638991860586964,0.683657901858175,0.5527146854436299,0.6388296882546255,0.6961959534314879,0.5863619145543639,0.13974625964586154,0.3012577181048529,0.5110674380012279,0.5306632520972677,1.0
