contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
AAPL210305C00116000,2021-03-01 20:50:26,116.0,11.15,12.1,11.51,call,2021-03-05
AAPL210305C00117000,2021-03-01 19:42:32,117.0,10.85,11.15,10.58,call,2021-03-05
AAPL210305C00118000,2021-03-01 20:38:25,118.0,9.85,10.4,9.5,call,2021-03-05
AAPL210305C00119000,2021-03-01 20:22:18,119.0,8.9,9.15,8.77,call,2021-03-05
AAPL210305C00120000,2021-03-01 20:58:06,120.0,7.25,8.2,8.1,call,2021-03-05
AAPL210305C00121000,2021-03-01 20:59:57,121.0,6.3,7.25,7.1,call,2021-03-05
AAPL210305C00122000,2021-03-01 20:59:28,122.0,5.95,6.2,6.21,call,2021-03-05
AAPL210305C00123000,2021-03-01 20:59:43,123.0,5.05,5.4,5.3,call,2021-03-05
AAPL210305C00124000,2021-03-01 20:59:43,124.0,4.25,4.5,4.45,call,2021-03-05
AAPL210305C00125000,2021-03-01 20:59:52,125.0,3.45,3.7,3.6,call,2021-03-05
AAPL210305C00126000,2021-03-01 20:59:50,126.0,2.77,2.95,2.84,call,2021-03-05
AAPL210305C00127000,2021-03-01 20:59:43,127.0,2.15,2.25,2.19,call,2021-03-05
AAPL210305C00128000,2021-03-01 20:59:58,128.0,1.64,1.7,1.7,call,2021-03-05
AAPL210305C00129000,2021-03-01 20:59:59,129.0,1.19,1.24,1.19,call,2021-03-05
AAPL210305C00130000,2021-03-01 20:59:59,130.0,0.84,0.88,0.88,call,2021-03-05
AAPL210305C00131000,2021-03-01 20:59:55,131.0,0.58,0.61,0.6,call,2021-03-05
AAPL210305C00132000,2021-03-01 20:59:58,132.0,0.39,0.41,0.41,call,2021-03-05
AAPL210305C00133000,2021-03-01 20:59:50,133.0,0.26,0.28,0.27,call,2021-03-05
AAPL210305C00134000,2021-03-01 20:59:19,134.0,0.17,0.19,0.19,call,2021-03-05
AAPL210305C00135000,2021-03-01 20:59:20,135.0,0.11,0.13,0.12,call,2021-03-05
AAPL210305C00136000,2021-03-01 20:59:53,136.0,0.08,0.09,0.08,call,2021-03-05
AAPL210305C00137000,2021-03-01 20:58:54,137.0,0.06,0.07,0.06,call,2021-03-05
AAPL210305C00138000,2021-03-01 20:56:52,138.0,0.04,0.05,0.05,call,2021-03-05
AAPL210305C00139000,2021-03-01 20:59:16,139.0,0.03,0.04,0.04,call,2021-03-05
AAPL210305C00140000,2021-03-01 20:59:58,140.0,0.03,0.04,0.04,call,2021-03-05
AAPL210305P00116000,2021-03-01 20:58:44,116.0,0.09,0.11,0.11,put,2021-03-05
AAPL210305P00117000,2021-03-01 20:46:26,117.0,0.11,0.13,0.11,put,2021-03-05
AAPL210305P00118000,2021-03-01 20:59:31,118.0,0.14,0.15,0.14,put,2021-03-05
AAPL210305P00119000,2021-03-01 20:58:13,119.0,0.16,0.18,0.18,put,2021-03-05
AAPL210305P00120000,2021-03-01 20:59:56,120.0,0.2,0.21,0.2,put,2021-03-05
AAPL210305P00121000,2021-03-01 20:58:51,121.0,0.24,0.27,0.24,put,2021-03-05
AAPL210305P00122000,2021-03-01 20:59:48,122.0,0.32,0.34,0.33,put,2021-03-05
AAPL210305P00123000,2021-03-01 20:59:20,123.0,0.42,0.45,0.42,put,2021-03-05
AAPL210305P00124000,2021-03-01 20:59:36,124.0,0.56,0.6,0.55,put,2021-03-05
AAPL210305P00125000,2021-03-01 20:59:56,125.0,0.76,0.8,0.76,put,2021-03-05
AAPL210305P00126000,2021-03-01 20:59:45,126.0,1.03,1.08,1.05,put,2021-03-05
AAPL210305P00127000,2021-03-01 20:59:58,127.0,1.38,1.44,1.39,put,2021-03-05
AAPL210305P00128000,2021-03-01 20:59:58,128.0,1.8,1.95,1.81,put,2021-03-05
AAPL210305P00129000,2021-03-01 20:56:07,129.0,2.33,2.5,2.35,put,2021-03-05
AAPL210305P00130000,2021-03-01 20:59:50,130.0,2.95,3.15,3.05,put,2021-03-05
AAPL210305P00131000,2021-03-01 20:56:02,131.0,3.65,3.95,3.73,put,2021-03-05
AAPL210305P00132000,2021-03-01 20:59:24,132.0,4.45,4.65,4.5,put,2021-03-05
AAPL210305P00133000,2021-03-01 20:21:30,133.0,5.3,5.65,5.85,put,2021-03-05
AAPL210305P00134000,2021-03-01 20:57:47,134.0,6.25,6.7,6.3,put,2021-03-05
AAPL210305P00135000,2021-03-01 20:58:47,135.0,7.2,7.45,7.5,put,2021-03-05
AAPL210305P00136000,2021-03-01 20:45:03,136.0,8.15,8.6,8.65,put,2021-03-05
AAPL210305P00137000,2021-03-01 20:31:13,137.0,9.15,9.35,9.4,put,2021-03-05
AAPL210305P00138000,2021-03-01 20:54:14,138.0,10.1,10.6,10.45,put,2021-03-05
AAPL210305P00139000,2021-03-01 19:56:20,139.0,11.1,11.35,11.3,put,2021-03-05
AAPL210305P00140000,2021-03-01 20:54:14,140.0,12.1,12.6,12.4,put,2021-03-05
AAPL210312C00116000,2021-03-01 15:46:58,116.0,11.4,12.55,9.77,call,2021-03-12
AAPL210312C00117000,2021-03-01 20:56:44,117.0,10.45,11.4,11.09,call,2021-03-12
AAPL210312C00118000,2021-03-01 20:28:05,118.0,10.1,10.45,10.16,call,2021-03-12
AAPL210312C00119000,2021-03-01 20:09:42,119.0,9.15,9.5,9.03,call,2021-03-12
AAPL210312C00120000,2021-03-01 20:59:04,120.0,8.25,8.6,8.35,call,2021-03-12
AAPL210312C00121000,2021-03-01 20:58:56,121.0,7.5,7.7,7.6,call,2021-03-12
AAPL210312C00122000,2021-03-01 20:59:09,122.0,6.55,6.85,6.7,call,2021-03-12
AAPL210312C00123000,2021-03-01 20:54:41,123.0,5.85,6.05,6.0,call,2021-03-12
AAPL210312C00124000,2021-03-01 20:58:22,124.0,5.05,5.25,5.2,call,2021-03-12
AAPL210312C00125000,2021-03-01 20:59:30,125.0,4.3,4.55,4.47,call,2021-03-12
AAPL210312C00126000,2021-03-01 20:59:25,126.0,3.7,3.9,3.85,call,2021-03-12
AAPL210312C00127000,2021-03-01 20:59:31,127.0,3.15,3.3,3.2,call,2021-03-12
AAPL210312C00128000,2021-03-01 20:59:55,128.0,2.64,2.69,2.69,call,2021-03-12
AAPL210312C00129000,2021-03-01 20:59:59,129.0,2.09,2.24,2.21,call,2021-03-12
AAPL210312C00130000,2021-03-01 20:59:59,130.0,1.77,1.8,1.79,call,2021-03-12
AAPL210312C00131000,2021-03-01 20:59:48,131.0,1.4,1.45,1.44,call,2021-03-12
AAPL210312C00132000,2021-03-01 20:59:46,132.0,1.1,1.14,1.13,call,2021-03-12
AAPL210312C00133000,2021-03-01 20:59:30,133.0,0.86,0.9,0.88,call,2021-03-12
AAPL210312C00134000,2021-03-01 20:59:17,134.0,0.67,0.7,0.69,call,2021-03-12
AAPL210312C00135000,2021-03-01 20:59:58,135.0,0.51,0.54,0.54,call,2021-03-12
AAPL210312C00136000,2021-03-01 20:59:31,136.0,0.4,0.42,0.41,call,2021-03-12
AAPL210312C00137000,2021-03-01 20:55:19,137.0,0.31,0.33,0.33,call,2021-03-12
AAPL210312C00138000,2021-03-01 20:59:19,138.0,0.24,0.25,0.26,call,2021-03-12
AAPL210312C00139000,2021-03-01 20:56:29,139.0,0.19,0.2,0.19,call,2021-03-12
AAPL210312C00140000,2021-03-01 20:59:03,140.0,0.15,0.16,0.16,call,2021-03-12
AAPL210312P00116000,2021-03-01 20:07:56,116.0,0.33,0.35,0.35,put,2021-03-12
AAPL210312P00117000,2021-03-01 20:37:29,117.0,0.37,0.4,0.4,put,2021-03-12
AAPL210312P00118000,2021-03-01 20:53:49,118.0,0.43,0.46,0.45,put,2021-03-12
AAPL210312P00119000,2021-03-01 20:59:16,119.0,0.51,0.54,0.51,put,2021-03-12
AAPL210312P00120000,2021-03-01 20:59:09,120.0,0.61,0.64,0.6,put,2021-03-12
AAPL210312P00121000,2021-03-01 20:49:43,121.0,0.73,0.76,0.72,put,2021-03-12
AAPL210312P00122000,2021-03-01 20:46:28,122.0,0.88,0.92,0.87,put,2021-03-12
AAPL210312P00123000,2021-03-01 20:59:46,123.0,1.07,1.11,1.06,put,2021-03-12
AAPL210312P00124000,2021-03-01 20:58:31,124.0,1.3,1.35,1.3,put,2021-03-12
AAPL210312P00125000,2021-03-01 20:59:46,125.0,1.6,1.65,1.6,put,2021-03-12
AAPL210312P00126000,2021-03-01 20:59:28,126.0,1.94,2.0,1.95,put,2021-03-12
AAPL210312P00127000,2021-03-01 20:57:36,127.0,2.35,2.41,2.32,put,2021-03-12
AAPL210312P00128000,2021-03-01 20:59:55,128.0,2.75,2.92,2.78,put,2021-03-12
AAPL210312P00129000,2021-03-01 20:52:11,129.0,3.25,3.4,3.5,put,2021-03-12
AAPL210312P00130000,2021-03-01 20:58:08,130.0,3.85,4.1,3.86,put,2021-03-12
AAPL210312P00131000,2021-03-01 20:56:32,131.0,4.5,4.65,4.52,put,2021-03-12
AAPL210312P00132000,2021-03-01 20:58:47,132.0,5.2,5.35,5.25,put,2021-03-12
AAPL210312P00133000,2021-03-01 20:55:03,133.0,5.9,6.2,6.1,put,2021-03-12
AAPL210312P00134000,2021-03-01 20:43:11,134.0,6.7,7.0,7.0,put,2021-03-12
AAPL210312P00135000,2021-03-01 20:54:41,135.0,7.55,7.9,7.67,put,2021-03-12
AAPL210312P00136000,2021-03-01 19:31:24,136.0,8.45,8.65,9.35,put,2021-03-12
AAPL210312P00137000,2021-03-01 20:50:58,137.0,9.4,9.6,9.98,put,2021-03-12
AAPL210312P00138000,2021-03-01 16:58:48,138.0,10.25,11.2,10.33,put,2021-03-12
AAPL210312P00139000,2021-03-01 19:55:00,139.0,11.25,11.75,11.6,put,2021-03-12
AAPL210312P00140000,2021-03-01 19:54:22,140.0,12.2,12.5,12.52,put,2021-03-12
AAPL210319C00116000,2021-03-01 20:48:46,116.0,12.3,12.65,12.25,call,2021-03-19
AAPL210319C00117000,2021-03-01 17:32:31,117.0,11.35,11.7,10.98,call,2021-03-19
AAPL210319C00117500,2021-03-01 20:39:17,117.5,10.9,11.25,10.85,call,2021-03-19
AAPL210319C00118000,2021-03-01 20:17:41,118.0,10.5,10.8,10.5,call,2021-03-19
AAPL210319C00119000,2021-03-01 20:29:57,119.0,9.7,9.95,9.5,call,2021-03-19
AAPL210319C00120000,2021-03-01 20:58:53,120.0,8.85,9.1,9.0,call,2021-03-19
AAPL210319C00121000,2021-03-01 20:35:35,121.0,7.95,8.25,7.95,call,2021-03-19
AAPL210319C00122000,2021-03-01 20:53:28,122.0,7.2,7.45,7.34,call,2021-03-19
AAPL210319C00122500,2021-03-01 20:59:25,122.5,6.85,7.1,7.0,call,2021-03-19
AAPL210319C00123000,2021-03-01 20:59:40,123.0,6.45,6.7,6.65,call,2021-03-19
AAPL210319C00124000,2021-03-01 20:59:44,124.0,5.85,6.0,5.9,call,2021-03-19
AAPL210319C00125000,2021-03-01 20:59:09,125.0,5.15,5.3,5.25,call,2021-03-19
AAPL210319C00126000,2021-03-01 20:58:50,126.0,4.5,4.7,4.6,call,2021-03-19
AAPL210319C00127000,2021-03-01 20:59:43,127.0,3.95,4.1,4.0,call,2021-03-19
AAPL210319C00127500,2021-03-01 20:59:59,127.5,3.7,3.8,3.75,call,2021-03-19
AAPL210319C00128000,2021-03-01 20:59:46,128.0,3.45,3.55,3.5,call,2021-03-19
AAPL210319C00129000,2021-03-01 20:59:37,129.0,2.99,3.05,3.0,call,2021-03-19
AAPL210319C00130000,2021-03-01 20:59:55,130.0,2.55,2.6,2.59,call,2021-03-19
AAPL210319C00131000,2021-03-01 20:59:16,131.0,2.17,2.22,2.21,call,2021-03-19
AAPL210319C00132000,2021-03-01 20:57:46,132.0,1.82,1.87,1.84,call,2021-03-19
AAPL210319C00132500,2021-03-01 20:59:09,132.5,1.67,1.72,1.71,call,2021-03-19
AAPL210319C00133000,2021-03-01 20:59:28,133.0,1.53,1.57,1.55,call,2021-03-19
AAPL210319C00134000,2021-03-01 20:59:36,134.0,1.27,1.32,1.28,call,2021-03-19
AAPL210319C00135000,2021-03-01 20:59:49,135.0,1.05,1.09,1.09,call,2021-03-19
