strike,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-18,2021-09-17
0.5,1.0,1.0625,1.0,1.0,1.0,1.125,1.0,1.375
1.0,1.0,1.0625,1.0,1.0,1.0,1.125,1.0,1.375
1.5,1.0,1.0625,1.0,1.0,1.0,1.125,1.125,1.28125
2.0,1.0,1.0625,1.0,1.0,1.5,1.125,1.25,1.1875
2.5,1.0,1.0625,1.0,1.5,1.25,1.125,1.21875,1.28125
3.0,1.0,1.0625,1.25,1.0,1.0,1.0625,1.1875,1.375
3.5,1.0,1.0625,0.875,0.875,1.0625,1.0625,1.234375,1.421875
4.0,1.0,1.0625,0.9375,1.0625,1.125,1.1875,1.28125,1.46875
4.5,1.0,1.0625,1.125,1.25,1.3125,1.25,1.375,1.515625
5.0,1.0,1.1875,1.25,1.25,1.40625,1.40625,1.46875,1.5625
5.5,1.0,1.5,1.5,1.40625,1.5625,1.59375,1.5703125,1.625
6.0,1.0,1.6875,1.5625,1.625,1.59375,1.5,1.671875,1.6875
6.5,1.0,1.9375,1.40625,1.59375,1.96875,1.8125,1.7109375,1.75
7.0,1.0,1.90625,1.25,1.5625,1.90625,1.5625,1.75,1.8125
7.5,1.0,1.875,1.5625,1.6875,1.8125,1.78125,1.84375,1.78125
8.0,1.0,1.875,1.875,1.875,1.90625,1.875,1.9375,1.75
8.5,1.0,1.875,1.875,1.8125,1.921875,1.875,1.8854166666666667,1.796875
9.0,1.0,1.875,1.875,1.75,1.9375,1.875,1.8333333333333333,1.84375
9.5,1.0,1.875,1.875,1.75,1.953125,1.875,1.78125,1.8125
10.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.7291666666666667,1.78125
10.5,1.0,1.875,1.875,1.75,1.96875,1.875,1.6770833333333333,1.875
11.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.625,1.96875
11.5,1.0,1.875,1.875,1.75,1.96875,1.875,1.5729166666666665,1.921875
12.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.5208333333333333,1.875
12.5,1.0,1.875,1.875,1.75,1.96875,1.875,1.46875,1.9140625
13.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.4166666666666665,1.953125
13.5,1.0,1.875,1.875,1.75,1.96875,1.875,1.3645833333333333,1.9296875
14.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.3125,1.90625
14.5,1.0,1.875,1.875,1.75,1.96875,1.875,1.2604166666666665,1.8828125
15.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.2083333333333333,1.859375
15.5,1.0,1.875,1.875,1.75,1.96875,1.875,1.15625,1.8359375
16.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.1041666666666665,1.8125
17.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.0520833333333333,1.8125
18.0,1.0,1.875,1.875,1.75,1.96875,1.875,1.0,1.8125
