strike,2021-03-26,2021-04-01,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-06-18,2021-07-16,2021-09-17
80.0,1.5,1.8125,0.3359375,0.84375,0.326171875,0.390625,0.6015625,0.380859375,0.4375,0.3515625
90.0,1.5,1.671875,0.3359375,0.84375,0.326171875,0.390625,0.6015625,0.380859375,0.4375,0.3515625
95.0,1.5,1.53125,0.3359375,0.84375,0.326171875,0.390625,0.55078125,0.380859375,0.4375,0.3515625
100.0,1.5,1.390625,0.3359375,0.625,0.326171875,0.390625,0.5,0.380859375,0.4375,0.3515625
105.0,1.5,1.0,0.3359375,0.5,0.326171875,0.390625,0.484375,0.380859375,0.4375,0.3515625
110.0,1.5,1.0,0.3359375,0.609375,0.326171875,0.390625,0.46875,0.380859375,0.408203125,0.3515625
115.0,1.5,1.03125,0.3359375,0.578125,0.326171875,0.390625,0.421875,0.380859375,0.392578125,0.3515625
120.0,1.5,0.6875,0.3359375,0.53125,0.326171875,0.390625,0.3984375,0.380859375,0.376953125,0.3515625
124.0,1.0,0.7109375,0.3359375,0.5078125,0.326171875,0.390625,0.392578125,0.36376953125,0.3662109375,0.345947265625
125.0,1.0,0.734375,0.3359375,0.484375,0.326171875,0.390625,0.38671875,0.3466796875,0.35546875,0.34033203125
126.0,1.25,0.65625,0.3359375,0.4734375,0.326171875,0.390625,0.379296875,0.344921875,0.35244140625,0.33642578125
127.0,1.5,0.578125,0.3359375,0.4625,0.326171875,0.390625,0.371875,0.3431640625,0.3494140625,0.33251953125
128.0,1.375,0.5,0.3359375,0.4515625,0.326171875,0.390625,0.364453125,0.34140625,0.34638671875,0.32861328125
129.0,1.1875,0.8828125,0.3359375,0.440625,0.326171875,0.390625,0.35703125,0.3396484375,0.343359375,0.32470703125
130.0,1.0,0.578125,0.3359375,0.4296875,0.326171875,0.390625,0.349609375,0.337890625,0.34033203125,0.32080078125
131.0,1.25,0.5,0.3359375,0.42109375,0.326171875,0.38203125,0.348046875,0.33408203125,0.3376953125,0.32060546875
132.0,1.3125,0.5859375,0.3359375,0.4125,0.326171875,0.3734375,0.346484375,0.3302734375,0.33505859375,0.32041015625
133.0,1.1875,0.5703125,0.3359375,0.40390625,0.326171875,0.36484375,0.344921875,0.32646484375,0.332421875,0.32021484375
134.0,1.25,0.484375,0.3359375,0.3953125,0.326171875,0.35625,0.343359375,0.32265625,0.32978515625,0.32001953125
