strike,2021-05-21,2021-06-18,2021-08-20
3.0,1.25,1.25,1.078125
3.5,1.25,1.046875,1.078125
4.0,0.5,0.84375,1.078125
4.5,0.75,0.859375,0.96875
5.0,0.75,0.875,1.046875
5.5,0.78125,1.015625,1.0
6.0,0.84375,1.15625,1.078125
7.0,1.15625,1.109375,1.078125
8.0,1.46875,1.1015625,1.234375
9.0,1.71875,1.09375,1.046875
10.0,1.9375,1.09375,1.515625
11.0,1.875,1.09375,1.578125
12.0,1.875,1.09375,1.640625
13.0,1.875,1.09375,1.703125
14.0,1.875,1.09375,1.234375
15.0,1.875,1.09375,1.4375
16.0,1.875,1.09375,1.5234375
17.0,1.875,1.09375,1.609375
18.0,1.875,1.09375,1.59375
19.0,1.875,1.09375,1.578125
20.0,1.875,1.09375,1.578125
