strike,2021-04-16,2021-05-21,2021-08-20
1.0,0.78125,1.0,0.25
2.0,0.78125,1.0,0.25
3.0,0.78125,1.0,0.25
3.5,0.78125,1.0,0.25
4.0,0.78125,0.75,0.71875
4.5,0.78125,0.5,0.6875
5.0,0.78125,0.25,0.8125
5.5,0.78125,0.5625,0.828125
6.0,0.78125,0.8125,0.796875
7.0,0.84375,0.84375,0.8515625
8.0,1.0625,0.90625,0.890625
9.0,1.25,1.0,0.953125
10.0,1.5,1.03125,0.96875
11.0,1.75,1.125,1.015625
12.0,1.5,1.125,1.015625
13.0,1.25,1.25,1.046875
14.0,1.0,1.3125,1.09375
15.0,1.0,1.3125,1.078125
16.0,1.0,1.5625,1.109375
17.0,1.0,1.375,1.265625
18.0,1.0,1.71875,1.09375
19.0,1.0,1.0,1.125
20.0,1.0,1.5625,1.125
