,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,1.0,0.1342875680390934,0.13759034186201557,0.1584654207643133,0.47217019082020795,0.02934271943520874,0.1116711889427895,0.40482907596863255,0.10677962896588392,0.25154111640265614,0.7284637588245495,0.17095475879600452,0.34030518564622236,0.22106096234034456,0.11927592862152436,0.49772114863500155,0.0828488632566762,0.11135635980645321,-0.49222659433828014,0.14305921927583964,0.46450794259218897
APHA,0.1342875680390934,1.0,0.19894240997826146,0.2317960532113757,0.16425078968542764,0.22598018607207762,0.5881685487154165,0.32329991294653304,0.19380732693814157,0.24446663993894543,0.11860896764830148,0.09640805259049229,0.25625905723607917,0.21966561664640893,0.7676193975523706,0.2510314262275445,0.2535529708621127,0.17917089635167938,-0.2343650387994276,0.2650008923728415,0.20690676456347482
BAC,0.13759034186201557,0.19894240997826146,1.0,0.9048568983685491,0.05948712476545004,0.6352994049384294,0.19552587156812434,0.7445557080459396,0.9405406848467118,0.8283523218839618,0.15369045234761478,0.09150170600893422,0.2202004729457376,0.7829784143028924,0.22884895046370912,0.11072192373731095,0.014191660570854412,0.921877797416756,-0.4355657959663581,0.7560950248031297,0.42019042595375494
C,0.1584654207643133,0.2317960532113757,0.9048568983685491,1.0,0.08179419173541626,0.6466755517217004,0.21216193483631385,0.7490937604239586,0.8774743014035775,0.8071078950421394,0.17888502385652943,0.10903728796696685,0.2827083305544051,0.8034330960793439,0.2278963026984756,0.12602574464711794,0.01880619444993365,0.8669793047254994,-0.45063868232014564,0.7406139849893641,0.3879145178833848
DT,0.47217019082020795,0.16425078968542764,0.05948712476545004,0.08179419173541626,1.0,-0.07412732972836276,0.0927745019697,0.37538536001843253,0.038523802029582506,0.13206048816268695,0.5781523405581473,0.24762670344313184,0.3172534372204811,0.15761274767075475,0.16691471161011437,0.3838973674788022,0.08657401049678916,0.05410599968803398,-0.45708682509313914,0.11397901517821668,0.40040204067365925
GE,0.02934271943520874,0.22598018607207762,0.6352994049384294,0.6466755517217004,-0.07412732972836276,1.0,0.25563587830657375,0.5825693082236869,0.6194677277554231,0.620779960202997,0.013982201238516605,0.08109083282349207,0.17165293310022683,0.6087244370648099,0.1953278319277922,0.04332452232111408,-0.017193845431197334,0.6296559822820442,-0.3561534980464361,0.6260012184075202,0.3065185765567233
HEXO,0.1116711889427895,0.5881685487154165,0.19552587156812434,0.21216193483631385,0.0927745019697,0.25563587830657375,1.0,0.28676953836590685,0.18387622056590644,0.1874449193249027,0.08714908525034956,0.08346976340443724,0.2217799617253774,0.26141055533145635,0.5608309421049267,0.1230999040034802,0.15547232152063728,0.19737272961326738,-0.22325427074400395,0.19374524120035172,0.10874011225302842
IWM,0.40482907596863255,0.32329991294653304,0.7445557080459396,0.7490937604239586,0.37538536001843253,0.5825693082236869,0.28676953836590685,1.0,0.7190009495961773,0.7422107873538114,0.4239594232134361,0.22921312777626743,0.4714278680611726,0.7461349849358192,0.2985367074418859,0.3534393080256612,0.09422137329916698,0.7357777136485506,-0.661047432138721,0.7247128245760025,0.6228483351818247
JPM,0.10677962896588392,0.19380732693814157,0.9405406848467118,0.8774743014035775,0.038523802029582506,0.6194677277554231,0.18387622056590644,0.7190009495961773,1.0,0.8315207897357475,0.13028628027618736,0.06917048642463074,0.23359157320717255,0.7618134659979554,0.21485097632266723,0.0881132373455129,0.03342868966423684,0.9230823625428797,-0.4006671687890428,0.7249848308463775,0.4073012595980811
MS,0.25154111640265614,0.24446663993894543,0.8283523218839618,0.8071078950421394,0.13206048816268695,0.620779960202997,0.1874449193249027,0.7422107873538114,0.8315207897357475,1.0,0.2510651581641304,0.10488466575467022,0.27498896533376627,0.7546707578454276,0.2237321547799817,0.18377382917575605,0.015767392516068863,0.7968308920573648,-0.48282961150827375,0.7010779698141714,0.500966443435987
