strike,2021-04-16,2021-05-21,2021-08-20
1.0,1.25,1.3125,0.65625
2.0,1.25,1.3125,0.65625
3.0,1.25,1.3125,0.65625
3.5,1.25,1.3125,0.65625
4.0,1.25,1.046875,0.8125
4.5,1.1328125,0.78125,0.5625
5.0,1.015625,0.8125,0.84375
5.5,0.8984375,0.84375,0.671875
6.0,0.78125,0.78125,0.828125
7.0,0.96875,0.875,0.875
8.0,1.125,0.9375,0.921875
9.0,1.25,1.046875,1.03125
10.0,1.375,1.0625,1.03125
11.0,1.375,1.125,1.0078125
12.0,1.75,1.1875,1.0625
13.0,1.75,1.1875,1.125
14.0,1.0,1.25,1.078125
15.0,1.1666666666666667,1.3125,1.078125
16.0,1.3333333333333333,1.46875,1.109375
17.0,1.5,1.25,1.25
18.0,1.5,1.625,1.40625
19.0,1.5,1.0,1.25
20.0,1.5,1.375,1.15625
