strike,2021-03-26,2021-04-01,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-06-18,2021-07-16,2021-09-17
310.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,0.671875,0.73193359375,1.1993408203125
312.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,0.671875,0.73193359375,1.1993408203125
314.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,0.671875,0.73193359375,1.1993408203125
316.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,0.671875,0.73193359375,1.1993408203125
318.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,0.8180338541666666,0.73193359375,1.1993408203125
320.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,0.9641927083333333,0.73193359375,1.1993408203125
322.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.1103515625,0.73193359375,1.1993408203125
324.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.34326171875,0.73193359375,1.1993408203125
326.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.576171875,0.73193359375,1.1993408203125
328.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.80908203125,0.73193359375,1.1993408203125
330.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.44775390625,0.73193359375,1.1993408203125
332.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.1025390625,0.73193359375,1.1993408203125
334.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,0.97119140625,0.73193359375,1.1993408203125
336.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,0.83984375,0.73193359375,1.1993408203125
338.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.626953125,0.73193359375,1.05352783203125
340.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.701904296875,0.73193359375,0.90771484375
342.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.07763671875,0.73193359375,0.9026692708333334
344.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.52099609375,0.73193359375,0.8976236979166666
345.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.450439453125,0.73193359375,0.892578125
346.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.3798828125,0.73193359375,0.8875325520833334
348.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.309326171875,0.73193359375,0.8824869791666666
350.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.87744140625
352.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.9146321614583334
354.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.9518229166666666
356.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.989013671875
358.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.9691162109375
360.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.94921875
362.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.908203125
364.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.8671875
366.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.837646484375
368.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.777099609375
370.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.716552734375
372.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.89501953125
400.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.89501953125
405.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.73193359375,0.89501953125
410.0,0.70263671875,0.693359375,0.91845703125,0.678466796875,0.96533203125,0.92724609375,0.710693359375,1.23876953125,0.768798828125,0.89501953125
