contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
BAC210305C00032500,2021-03-01 18:57:09,32.5,3.25,3.4,3.38,call,2021-03-05
BAC210305C00033000,2021-03-01 19:43:04,33.0,2.78,2.86,2.89,call,2021-03-05
BAC210305C00033500,2021-03-01 20:32:18,33.5,2.28,2.37,2.34,call,2021-03-05
BAC210305C00034000,2021-03-01 20:56:09,34.0,1.79,1.89,1.83,call,2021-03-05
BAC210305C00034500,2021-03-01 20:39:44,34.5,1.31,1.42,1.44,call,2021-03-05
BAC210305C00035000,2021-03-01 20:54:54,35.0,0.86,0.95,0.95,call,2021-03-05
BAC210305C00035500,2021-03-01 20:59:58,35.5,0.53,0.57,0.55,call,2021-03-05
BAC210305C00036000,2021-03-01 20:59:55,36.0,0.29,0.32,0.31,call,2021-03-05
BAC210305C00036500,2021-03-01 20:59:30,36.5,0.16,0.18,0.18,call,2021-03-05
BAC210305C00037000,2021-03-01 20:59:35,37.0,0.09,0.1,0.1,call,2021-03-05
BAC210305C00037500,2021-03-01 20:53:08,37.5,0.04,0.06,0.06,call,2021-03-05
BAC210305C00038000,2021-03-01 20:59:13,38.0,0.03,0.04,0.04,call,2021-03-05
BAC210305C00038500,2021-03-01 20:54:37,38.5,0.02,0.03,0.03,call,2021-03-05
BAC210305C00039000,2021-03-01 20:20:59,39.0,0.01,0.03,0.02,call,2021-03-05
BAC210305P00032500,2021-03-01 20:46:55,32.5,0.02,0.03,0.03,put,2021-03-05
BAC210305P00033000,2021-03-01 20:32:21,33.0,0.02,0.05,0.03,put,2021-03-05
BAC210305P00033500,2021-03-01 20:17:57,33.5,0.03,0.04,0.04,put,2021-03-05
BAC210305P00034000,2021-03-01 20:56:34,34.0,0.05,0.06,0.05,put,2021-03-05
BAC210305P00034500,2021-03-01 20:59:11,34.5,0.08,0.11,0.1,put,2021-03-05
BAC210305P00035000,2021-03-01 20:59:53,35.0,0.18,0.2,0.18,put,2021-03-05
BAC210305P00035500,2021-03-01 20:55:37,35.5,0.37,0.38,0.38,put,2021-03-05
BAC210305P00036000,2021-03-01 20:59:38,36.0,0.63,0.69,0.65,put,2021-03-05
BAC210305P00036500,2021-03-01 20:58:22,36.5,1.0,1.06,1.04,put,2021-03-05
BAC210305P00037000,2021-03-01 20:55:59,37.0,1.42,1.53,1.47,put,2021-03-05
BAC210305P00037500,2021-03-01 19:07:38,37.5,1.87,1.95,1.8,put,2021-03-05
BAC210305P00038000,2021-03-01 18:33:18,38.0,2.34,2.46,2.35,put,2021-03-05
BAC210305P00038500,2021-03-01 18:31:35,38.5,2.84,2.94,2.8,put,2021-03-05
BAC210305P00039000,2021-03-01 18:35:56,39.0,3.3,3.45,3.3,put,2021-03-05
BAC210312C00032500,2021-03-01 15:23:42,32.5,3.25,3.4,3.46,call,2021-03-12
BAC210312C00033000,2021-03-01 19:30:57,33.0,2.8,2.91,2.97,call,2021-03-12
