strike,2021-04-16,2021-05-21,2021-08-20
1.0,1.75,1.4375,1.09375
2.0,1.75,1.4375,1.09375
3.0,1.75,1.4375,1.09375
3.5,1.375,1.4375,1.09375
4.0,1.0,1.21875,1.09375
4.5,1.03125,1.03125,1.078125
5.0,1.0625,1.015625,1.15625
5.5,0.984375,1.125,1.1796875
6.0,0.90625,1.09375,1.0390625
7.0,1.03125,1.15625,1.2109375
8.0,1.15625,1.234375,1.53125
9.0,1.28125,1.125,1.15625
10.0,0.890625,1.375,1.6875
11.0,0.5,1.421875,1.765625
12.0,0.5,1.5677083333333333,1.8359375
13.0,0.5,1.7135416666666667,1.90625
14.0,0.5,1.859375,1.625
15.0,0.5,1.859375,1.3671875
16.0,0.5,1.859375,1.3671875
17.0,0.5,1.859375,1.3671875
18.0,0.5,1.859375,1.3671875
19.0,0.5,1.859375,1.3671875
20.0,0.5,1.859375,1.3671875
