strike,2021-04-16,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-06-18,2021-09-17
1.0,1.875,1.5625,1.125,1.125,1.5,1.75,1.375
2.0,1.875,1.5625,1.125,1.125,1.5,1.25,1.1875
3.0,1.875,1.5625,1.125,1.125,1.0,1.0625,1.25
4.0,1.875,1.5625,1.125,1.125,1.125,1.1875,1.34375
4.5,1.875,1.5625,1.125,1.125,1.203125,1.2734375,1.4140625
5.0,1.875,1.5625,1.25,1.21875,1.28125,1.359375,1.484375
5.5,1.875,1.5625,1.34375,1.25,1.375,1.4140625,1.5078125
6.0,1.875,1.5625,1.5,1.375,1.46875,1.46875,1.53125
6.5,1.875,1.5625,1.0,1.0625,1.515625,1.515625,1.5546875
7.0,1.875,1.5625,1.0625,1.5,1.5625,1.5625,1.578125
7.5,1.875,1.5625,1.125,1.125,1.65625,1.609375,1.625
8.0,1.875,1.8125,1.9375,1.25,1.75,1.65625,1.671875
8.5,1.875,1.8125,1.875,1.375,1.84375,1.6875,1.65625
9.0,1.875,1.8125,1.8125,1.5,1.9375,1.71875,1.640625
9.5,1.875,1.8125,1.875,1.5,1.9375,1.765625,1.671875
10.0,1.875,1.8125,1.9375,1.5,1.9375,1.8125,1.703125
10.5,1.875,1.8125,1.9166666666666667,1.5,1.46875,1.8125,1.6953125
11.0,1.875,1.8125,1.8958333333333333,1.5,1.0,1.8125,1.6875
11.5,1.875,1.8125,1.875,1.5,1.4375,1.828125,1.65625
12.0,1.875,1.8125,1.875,1.5,1.875,1.84375,1.625
12.5,1.875,1.8125,1.875,1.5,1.84375,1.671875,1.640625
13.0,1.875,1.8125,1.875,1.5,1.8125,1.5,1.65625
13.5,1.875,1.8125,1.875,1.5,1.78125,1.515625,1.6328125
14.0,1.875,1.8125,1.875,1.5,1.75,1.53125,1.609375
14.5,1.875,1.8125,1.875,1.5,1.75,1.484375,1.65625
15.0,1.875,1.8125,1.875,1.5,1.75,1.4375,1.703125
15.5,1.875,1.8125,1.875,1.5,1.75,1.671875,1.3984375
16.0,1.875,1.8125,1.875,1.5,1.75,1.90625,1.09375
17.0,1.875,1.8125,1.875,1.5,1.75,1.90625,1.09375
18.0,1.875,1.8125,1.875,1.5,1.75,1.90625,1.09375
19.0,1.875,1.8125,1.875,1.5,1.75,1.90625,1.09375
