strike,2021-04-16,2021-05-21,2021-08-20
2.0,1.75,1.375,1.0
3.0,1.75,1.375,1.0
3.5,1.5,1.375,1.0
4.0,1.25,1.125,1.0
4.5,1.0625,0.9375,1.03125
5.0,0.875,0.96875,1.359375
5.5,0.875,0.9375,1.109375
6.0,0.875,0.96875,1.09375
7.0,0.9375,1.046875,1.125
8.0,1.1875,1.0625,1.4375
9.0,1.09375,0.8125,1.296875
10.0,1.0,1.15625,1.609375
11.0,1.125,1.0625,1.703125
12.0,1.125,1.5,1.7421875
13.0,1.125,1.5,1.78125
14.0,1.125,1.5,1.5
15.0,1.125,1.5,1.171875
16.0,1.125,1.5,1.171875
17.0,1.125,1.5,1.171875
18.0,1.125,1.5,1.171875
19.0,1.125,1.5,1.171875
20.0,1.125,1.5,1.171875
