strike,2021-05-21,2021-07-16
0.5,1.375,1.5
1.0,1.375,1.25
1.5,1.9375,1.5
2.0,1.5,1.5
2.5,1.5,1.96875
3.0,1.5,1.96875
3.5,1.5,1.96875
