strike,2021-04-16,2021-05-21,2021-08-20
2.0,1.0,0.75,0.875
3.0,1.0,0.75,0.875
3.5,1.0,0.75,0.875
4.0,1.0,0.75,0.8515625
4.5,1.0625,0.75,0.828125
5.0,1.125,0.71875,0.84375
5.5,1.0,0.6875,0.65625
6.0,0.875,0.84375,0.8203125
7.0,0.90625,0.875,0.875
8.0,0.96875,0.96875,0.90625
9.0,1.125,1.0,0.953125
10.0,1.21875,1.09375,0.984375
11.0,1.25,1.0625,0.984375
12.0,1.25,1.125,1.109375
13.0,1.375,1.1875,1.03125
14.0,1.6875,1.40625,1.09375
15.0,1.75,1.25,1.109375
16.0,1.96875,1.28125,1.40625
17.0,1.96875,1.375,1.1875
18.0,1.96875,1.5,1.34375
19.0,1.96875,1.125,1.1875
20.0,1.96875,1.375,1.125
