strike,2021-04-16,2021-05-21,2021-08-20
2.0,1.75,1.4375,1.015625
3.0,1.75,1.4375,1.015625
3.5,1.5,1.4375,1.015625
4.0,1.25,1.0,1.015625
4.5,1.09375,0.90625,1.09375
5.0,0.9375,0.96875,1.375
5.5,0.953125,0.9375,1.109375
6.0,0.96875,1.03125,1.140625
7.0,0.96875,1.109375,1.125
8.0,1.4375,1.03125,1.453125
9.0,1.375,0.8125,1.3046875
10.0,1.3125,1.234375,1.265625
11.0,1.75,1.453125,1.7109375
12.0,1.75,1.4375,1.75390625
13.0,1.75,1.46875,1.796875
14.0,1.75,1.5,1.5078125
15.0,1.75,1.5,1.171875
16.0,1.75,1.5,1.171875
17.0,1.75,1.5,1.171875
18.0,1.75,1.5,1.171875
19.0,1.75,1.5,1.171875
20.0,1.75,1.5,1.171875
