contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date,time to maturity,implied volatility
XLE210521C00037000,2021-04-22 17:13:20,768.0,37.0,16.5,16.7,10.45,call,2021-05-21,0.00821917808219178,
XLE210521C00038000,2021-04-20 13:57:40,1.0,38.0,15.45,15.8,9.47,call,2021-05-21,0.00821917808219178,
XLE210521C00039000,2021-04-29 19:24:40,2.0,39.0,14.35,14.7,11.55,call,2021-05-21,0.00821917808219178,
XLE210521C00040000,2021-05-07 17:12:29,1.0,40.0,13.45,13.6,13.75,call,2021-05-21,0.00821917808219178,
XLE210521C00041000,2021-05-10 16:39:34,1.0,41.0,12.45,12.6,12.9,call,2021-05-21,0.00821917808219178,
XLE210521C00042000,2021-05-18 14:08:49,1.0,42.0,11.5,11.6,12.18,call,2021-05-21,0.00821917808219178,
XLE210521C00043000,2021-05-13 15:58:45,2.0,43.0,10.5,10.75,8.56,call,2021-05-21,0.00821917808219178,
XLE210521C00043500,2021-05-11 15:05:33,1.0,43.5,10.0,10.2,8.36,call,2021-05-21,0.00821917808219178,
XLE210521C00044000,2021-05-14 19:42:43,19.0,44.0,9.5,9.6,9.4,call,2021-05-21,0.00821917808219178,
XLE210521C00044500,2021-04-26 14:58:32,4.0,44.5,9.0,9.1,3.88,call,2021-05-21,0.00821917808219178,
XLE210521C00045000,2021-05-18 18:24:38,11.0,45.0,8.5,8.75,8.71,call,2021-05-21,0.00821917808219178,1.4375
XLE210521C00045500,2021-05-13 14:21:19,3.0,45.5,8.0,8.2,8.31,call,2021-05-21,0.00821917808219178,1.46875
XLE210521C00046000,2021-05-18 17:26:26,8.0,46.0,7.5,7.65,7.62,call,2021-05-21,0.00821917808219178,1.15625
XLE210521C00046500,2021-05-12 15:57:36,1.0,46.5,7.0,7.2,7.35,call,2021-05-21,0.00821917808219178,1.359375
XLE210521C00047000,2021-05-18 19:16:27,12.0,47.0,6.5,6.65,6.83,call,2021-05-21,0.00821917808219178,1.265625
XLE210521C00047500,2021-05-17 18:51:54,12.0,47.5,6.05,6.2,6.8,call,2021-05-21,0.00821917808219178,1.59375
XLE210521C00048000,2021-05-18 16:41:01,22.0,48.0,5.5,5.65,5.7,call,2021-05-21,0.00821917808219178,0.984375
XLE210521C00048500,2021-05-18 18:29:14,2.0,48.5,5.05,5.15,5.28,call,2021-05-21,0.00821917808219178,1.0
XLE210521C00049000,2021-05-18 16:19:49,23.0,49.0,4.6,4.7,4.6,call,2021-05-21,0.00821917808219178,0.75
