contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
HEXO210917C00000500,2021-09-02 13:58:27,2.0,0.5,1.86,2.03,1.93,call,2021-09-17
HEXO210917C00001000,2021-09-03 13:57:38,7.0,1.0,0.0,0.0,1.4,call,2021-09-17
HEXO210917C00001500,2021-09-03 17:44:24,1.0,1.5,0.0,0.0,0.88,call,2021-09-17
HEXO210917C00002000,2021-09-03 19:06:58,22.0,2.0,0.0,0.0,0.43,call,2021-09-17
HEXO210917C00002500,2021-09-03 19:59:16,515.0,2.5,0.0,0.0,0.12,call,2021-09-17
HEXO210917C00003000,2021-09-03 19:47:33,397.0,3.0,0.0,0.0,0.04,call,2021-09-17
HEXO210917C00003500,2021-09-03 19:39:38,20.0,3.5,0.0,0.0,0.03,call,2021-09-17
HEXO210917C00004000,2021-09-03 19:40:43,276.0,4.0,0.0,0.0,0.03,call,2021-09-17
HEXO210917C00004500,2021-09-01 16:28:02,50.0,4.5,0.01,0.12,0.02,call,2021-09-17
HEXO210917C00005000,2021-09-03 18:34:29,336.0,5.0,0.0,0.0,0.02,call,2021-09-17
HEXO210917C00006000,2021-09-01 15:16:31,2.0,6.0,0.0,0.04,0.02,call,2021-09-17
HEXO210917C00007000,2021-09-01 16:39:53,3.0,7.0,0.0,0.05,0.01,call,2021-09-17
HEXO210917C00008000,2021-09-02 15:24:23,2.0,8.0,0.0,0.03,0.01,call,2021-09-17
HEXO210917C00009000,2021-09-01 15:01:09,1.0,9.0,0.0,0.15,0.01,call,2021-09-17
HEXO210917P00000500,2021-08-26 19:45:34,,0.5,0.0,0.01,0.01,put,2021-09-17
HEXO210917P00001000,2021-08-27 13:33:39,5.0,1.0,0.0,0.02,0.02,put,2021-09-17
HEXO210917P00001500,2021-09-01 14:47:11,1.0,1.5,0.01,0.03,0.03,put,2021-09-17
HEXO210917P00002000,2021-09-03 18:53:14,63.0,2.0,0.0,0.0,0.05,put,2021-09-17
HEXO210917P00002500,2021-09-03 15:11:15,11.0,2.5,0.0,0.0,0.24,put,2021-09-17
HEXO210917P00003000,2021-09-03 18:17:53,9.0,3.0,0.0,0.0,0.67,put,2021-09-17
HEXO210917P00003500,2021-09-02 14:37:27,1.0,3.5,1.1,1.26,1.16,put,2021-09-17
HEXO210917P00004000,2021-09-02 16:42:39,6.0,4.0,1.57,1.77,1.56,put,2021-09-17
HEXO210917P00004500,2021-09-03 16:18:40,20.0,4.5,0.0,0.0,2.15,put,2021-09-17
HEXO210917P00005000,2021-09-01 13:43:40,2.0,5.0,2.53,2.72,2.53,put,2021-09-17
HEXO210917P00006000,2021-08-27 17:17:26,2.0,6.0,3.6,3.7,3.65,put,2021-09-17
