strike,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-06-18,2021-09-17
1.0,1.6875,1.4375,1.625,1.375,1.03125,1.421875,1.484375
2.0,1.6875,1.4375,1.625,1.375,1.03125,1.421875,1.484375
3.0,1.6875,1.4375,1.625,1.375,1.03125,1.421875,1.484375
4.0,1.6875,1.4375,1.625,1.375,1.03125,1.421875,1.484375
5.0,1.6875,1.15625,1.625,1.375,1.25,1.421875,1.484375
6.0,1.6875,1.1875,1.625,1.375,1.40625,1.421875,1.484375
6.5,1.6875,1.28125,1.625,1.375,1.4375,1.453125,1.53125
7.0,1.6875,1.375,1.625,1.40625,1.46875,1.484375,1.578125
7.5,1.6875,1.46875,1.625,1.5625,1.5234375,1.53125,1.5859375
8.0,1.6875,1.5625,1.625,1.671875,1.578125,1.578125,1.59375
8.5,1.6875,1.625,1.625,1.59375,1.6328125,1.609375,1.625
9.0,1.75,1.6875,1.6875,1.703125,1.6875,1.640625,1.65625
9.5,1.875,1.78125,1.75,1.6875,1.71875,1.6640625,1.67578125
10.0,1.875,1.875,1.8125,1.765625,1.75,1.6875,1.6953125
10.5,1.8125,1.921875,1.875,1.84375,1.7890625,1.703125,1.68359375
11.0,1.9375,1.96875,1.9375,1.859375,1.828125,1.71875,1.671875
11.5,1.9375,1.96875,1.9375,1.8125,1.8359375,1.765625,1.71875
12.0,1.9375,1.96875,1.875,1.96875,1.84375,1.8125,1.765625
12.5,1.9375,1.96875,1.875,1.984375,1.8984375,1.7890625,1.75
13.0,1.9375,1.96875,1.875,1.8125,1.953125,1.765625,1.734375
13.5,1.9375,1.96875,1.90625,1.875,1.96875,1.796875,1.71875
14.0,1.9375,1.96875,1.984375,1.90625,1.984375,1.828125,1.703125
14.5,1.9375,1.96875,1.98046875,1.90625,1.984375,1.8828125,1.7421875
15.0,1.9375,1.96875,1.9765625,1.90625,1.984375,1.9375,1.78125
15.5,1.9375,1.96875,1.97265625,1.90625,1.984375,1.9375,1.7578125
16.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.9375,1.734375
16.5,1.9375,1.96875,1.96875,1.90625,1.984375,1.9453125,1.7734375
17.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.953125,1.8125
17.5,1.9375,1.96875,1.96875,1.90625,1.984375,1.96875,1.8359375
18.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.984375,1.859375
19.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.875,1.796875
20.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.875,1.9375
21.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.875,1.859375
22.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.875,1.78125
23.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.875,1.828125
24.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.875,1.890625
25.0,1.9375,1.96875,1.96875,1.90625,1.984375,1.875,1.796875
