strike,2021-06-18,2021-08-20,2021-11-19
1.0,1.25,0.8125,1.0
2.0,1.25,0.8125,1.0
3.0,1.25,0.8125,0.84375
3.5,1.15625,0.8125,0.84375
4.0,1.0625,0.8125,0.84375
4.5,0.90625,0.75,0.8515625
5.0,0.75,0.84375,0.859375
5.5,0.796875,0.890625,0.90625
6.0,0.84375,0.859375,0.953125
7.0,1.03125,0.90625,0.8984375
8.0,1.3125,0.9375,1.0078125
9.0,1.53125,1.15625,1.140625
10.0,1.65625,1.25,0.859375
11.0,1.65625,1.71875,1.015625
12.0,1.65625,1.7890625,1.015625
13.0,1.65625,1.859375,1.015625
14.0,1.65625,1.78125,1.03125
15.0,1.65625,1.53125,0.8125
16.0,1.65625,1.4791666666666667,0.8125
17.0,1.65625,1.4270833333333333,0.8125
18.0,1.65625,1.375,0.8125
19.0,1.65625,1.5,0.8125
20.0,1.65625,1.5,0.8125
