strike,2021-05-21,2021-06-18,2021-08-20
1.0,0.5,0.53125,0.4375
2.0,0.5,0.53125,0.4375
3.0,0.5,0.53125,0.4375
3.5,0.5,0.53125,0.4375
4.0,0.5,0.53125,0.4375
4.5,0.5,0.53125,0.4375
5.0,0.5,0.53125,0.4375
5.5,0.5,0.53125,0.4375
6.0,0.5,0.53125,0.4375
7.0,0.5,0.53125,0.515625
8.0,0.75,0.6875,0.59375
9.0,0.875,0.75,0.625
10.0,1.0625,0.8125,0.6875
11.0,1.0,0.8125,0.6875
12.0,1.375,0.875,0.75
13.0,1.0,0.875,0.8125
14.0,1.0,0.875,0.75
15.0,1.0,0.875,0.875
16.0,1.875,0.875,0.84375
17.0,1.875,0.875,0.96875
18.0,1.875,0.875,1.0
19.0,1.875,0.875,1.03125
20.0,1.875,0.875,0.9375
