strike,2021-05-21,2021-06-18,2021-08-20,2021-11-19
1.0,1.0,1.0,0.9375,1.125
2.0,1.0,1.0,0.9375,1.125
3.0,1.0,1.0,0.9375,0.96875
3.5,1.0,1.0625,0.9375,0.9609375
4.0,1.0,1.125,0.9375,0.953125
4.5,1.625,1.0,0.90625,0.96875
5.0,1.25,0.875,0.9375,0.984375
5.5,1.125,0.859375,0.890625,0.984375
6.0,0.8125,0.84375,0.953125,0.984375
7.0,0.8125,0.9375,1.015625,1.015625
8.0,1.125,1.125,1.015625,1.2890625
9.0,1.5,1.234375,1.796875,1.4375
10.0,1.875,1.375,1.453125,1.265625
11.0,1.25,1.46875,1.5026041666666667,1.4140625
12.0,1.25,1.5625,1.5520833333333333,1.44921875
13.0,1.25,1.5625,1.6015625,1.484375
14.0,1.25,1.5625,1.6510416666666667,1.515625
15.0,1.25,1.5625,1.7005208333333333,1.515625
16.0,1.25,1.5625,1.75,1.515625
17.0,1.25,1.5625,1.828125,1.515625
18.0,1.25,1.5625,1.796875,1.515625
19.0,1.25,1.5625,1.796875,1.515625
20.0,1.25,1.5625,1.796875,1.515625
