strike,2021-04-16,2021-05-21,2021-08-20
1.0,1.0,1.125,1.0
2.0,1.0,1.125,1.0
3.0,1.0,1.125,1.0
3.5,1.0,1.125,1.0
4.0,1.0,1.0,1.0
4.5,0.9375,0.90625,1.03125
5.0,0.875,0.875,1.015625
5.5,0.84375,0.875,0.96875
6.0,0.8125,0.9375,1.125
7.0,1.0,1.03125,1.09375
8.0,1.125,1.0625,1.3984375
9.0,1.0833333333333333,1.234375,1.171875
10.0,1.0416666666666667,1.40625,1.109375
11.0,1.0,1.40625,1.609375
12.0,1.0,1.40625,1.65625
13.0,1.0,1.40625,1.703125
14.0,1.0,1.40625,1.390625
15.0,1.0,1.40625,0.8125
16.0,1.0,1.40625,0.8125
17.0,1.0,1.40625,0.8125
18.0,1.0,1.40625,0.8125
19.0,1.0,1.40625,0.8125
20.0,1.0,1.40625,0.8125
