,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,1.0,,0.024530814856470226,0.06540812532411501,0.4951437726541496,-0.00016401455801603657,0.10481715105720414,0.38448829865400347,0.05074465244338516,0.18188791622048972,0.7114751978333661,0.16918559082304785,0.28968862358121017,0.17979312430207478,0.07881648357159614,0.48948312895376983,0.13856621315882686,0.029591676185634828,-0.4632639552018858,0.028261299028284927,0.42592774781140635
APHA,,,,,,,,,,,,,,,,,,,,,
BAC,0.024530814856470226,,1.0,0.8319120841667278,0.011945962756498063,0.5664500071085483,0.13395160781645746,0.5990529872274284,0.9122375116119155,0.7888961511368401,0.01841231046788503,0.05326584280600667,0.1819777431384968,0.6768764230605158,0.21113482719775137,0.06438565902363752,0.09043102484939804,0.8854917451568398,-0.34011263948920156,0.6952096293397662,0.2468401062841899
C,0.06540812532411501,,0.8319120841667278,1.0,0.027874426556101103,0.5384648913961473,0.12509961953088217,0.5804032465689973,0.7983166104827959,0.7359212006921022,0.03640297119605346,0.06044675204711112,0.23639211866421025,0.6674212854119717,0.21461918312773579,0.056305311671255694,0.10941412973253638,0.7464073143793699,-0.3381979532088055,0.675662524636011,0.17909288784230382
DT,0.4951437726541496,,0.011945962756498063,0.027874426556101103,1.0,-0.07077610340248883,0.17943540157313762,0.4150057368594864,0.01928948765710096,0.12295026374646516,0.592888522529362,0.3147793409510352,0.40159589709692156,0.18909219477123013,0.17814094978761874,0.4184744841172733,0.16923939057642767,-0.01708632695001612,-0.45502911967871457,0.07883083089001784,0.3429275152241586
GE,-0.00016401455801603657,,0.5664500071085483,0.5384648913961473,-0.07077610340248883,1.0,0.16549750529359386,0.5185657628273033,0.5451279610648386,0.5717778222508035,-0.046236769410998135,0.02603692875316333,0.10756254939918235,0.46792375600906183,0.1789048382428281,0.060652334179150405,0.02317623688308228,0.5727165116620987,-0.34617255812074854,0.5581324806240302,0.21874772966534123
HEXO,0.10481715105720414,,0.13395160781645746,0.12509961953088217,0.17943540157313762,0.16549750529359386,1.0,0.27042495676142864,0.1267381859687354,0.18091880975341115,0.02502464547418102,0.12976266627203956,0.2662393349236197,0.1143949541167995,0.7004730670955206,0.15007054135379708,0.23683745338020615,0.0814407017451648,-0.2092356423001946,0.14591535276153988,0.09044411967120736
IWM,0.38448829865400347,,0.5990529872274284,0.5804032465689973,0.4150057368594864,0.5185657628273033,0.27042495676142864,1.0,0.5869986917330571,0.6389774954106118,0.36114060881731314,0.26212446196343403,0.5461356659054734,0.6047925774244889,0.3296023194511019,0.4043541249674022,0.23614163976979086,0.5860052362891154,-0.6306470111873352,0.6178154816582427,0.4563044724105249
JPM,0.05074465244338516,,0.9122375116119155,0.7983166104827959,0.01928948765710096,0.5451279610648386,0.1267381859687354,0.5869986917330571,1.0,0.8088544637325635,0.06396091341356974,0.02675407161160898,0.20334756010580415,0.6705172716173606,0.20830302070780302,0.09060920547471893,0.12526026447084287,0.877197621696137,-0.3596037715115273,0.6717582276332261,0.26991573642861966
MS,0.18188791622048972,,0.7888961511368401,0.7359212006921022,0.12295026374646516,0.5717778222508035,0.18091880975341115,0.6389774954106118,0.8088544637325635,1.0,0.1486002142968204,0.09548957307701117,0.20330626111615974,0.6666239386378208,0.2235272209239458,0.17542860410088745,0.10843662343359775,0.7396497301703755,-0.4052750287635744,0.6695078020612323,0.34555983750462
MSFT,0.7114751978333661,,0.01841231046788503,0.03640297119605346,0.592888522529362,-0.046236769410998135,0.02502464547418102,0.36114060881731314,0.06396091341356974,0.1486002142968204,1.0,0.20524990790599962,0.2572540420531697,0.163376439803291,0.07338431506788204,0.435378584503593,0.13522825700150704,0.00631557710106564,-0.47619782878477646,0.02756902608085564,0.5473244394284851
NXTD,0.16918559082304785,,0.05326584280600667,0.06044675204711112,0.3147793409510352,0.02603692875316333,0.12976266627203956,0.26212446196343403,0.02675407161160898,0.09548957307701117,0.20524990790599962,1.0,0.20189532299870533,0.02347633432083141,0.1206866708084324,0.23327227155667135,0.07133912656017097,0.02358260700778915,-0.24417520639098228,0.07449322894769231,0.10283892977170964
PLUG,0.28968862358121017,,0.1819777431384968,0.23639211866421025,0.40159589709692156,0.10756254939918235,0.2662393349236197,0.5461356659054734,0.20334756010580415,0.20330626111615974,0.2572540420531697,0.20189532299870533,1.0,0.1597861311221341,0.299950678742658,0.40075254786762593,0.3261251584633419,0.16095157705611768,-0.37446725518077234,0.17032830662535484,0.1890514295332653
TD,0.17979312430207478,,0.6768764230605158,0.6674212854119717,0.18909219477123013,0.46792375600906183,0.1143949541167995,0.6047925774244889,0.6705172716173606,0.6666239386378208,0.163376439803291,0.02347633432083141,0.1597861311221341,1.0,0.15670260630576371,0.19260192657450687,0.1382648816438096,0.668608223430227,-0.46487316897563147,0.6414606515449816,0.3633509604525892
TLRY,0.07881648357159614,,0.21113482719775137,0.21461918312773579,0.17814094978761874,0.1789048382428281,0.7004730670955206,0.3296023194511019,0.20830302070780302,0.2235272209239458,0.07338431506788204,0.1206866708084324,0.299950678742658,0.15670260630576371,1.0,0.14003757788460636,0.33803751417350164,0.17522235176892806,-0.17297936848967066,0.2287846056233801,0.07728823476060735
TSLA,0.48948312895376983,,0.06438565902363752,0.056305311671255694,0.4184744841172733,0.060652334179150405,0.15007054135379708,0.4043541249674022,0.09060920547471893,0.17542860410088745,0.435378584503593,0.23327227155667135,0.40075254786762593,0.19260192657450687,0.14003757788460636,1.0,0.20666687453111912,0.042132758162718865,-0.3127318510115318,0.06271475459094983,0.2512900621821624
UAMY,0.13856621315882686,,0.09043102484939804,0.10941412973253638,0.16923939057642767,0.02317623688308228,0.23683745338020615,0.23614163976979086,0.12526026447084287,0.10843662343359775,0.13522825700150704,0.07133912656017097,0.3261251584633419,0.1382648816438096,0.33803751417350164,0.20666687453111912,1.0,0.10655838687889387,-0.14448764629245006,0.15400999250183842,0.17754656497643015
USB,0.029591676185634828,,0.8854917451568398,0.7464073143793699,-0.01708632695001612,0.5727165116620987,0.0814407017451648,0.5860052362891154,0.877197621696137,0.7396497301703755,0.00631557710106564,0.02358260700778915,0.16095157705611768,0.668608223430227,0.17522235176892806,0.042132758162718865,0.10655838687889387,1.0,-0.35689939839696466,0.6571109017684456,0.27897283440715226
UVXY,-0.4632639552018858,,-0.34011263948920156,-0.3381979532088055,-0.45502911967871457,-0.34617255812074854,-0.2092356423001946,-0.6306470111873352,-0.3596037715115273,-0.4052750287635744,-0.47619782878477646,-0.24417520639098228,-0.37446725518077234,-0.46487316897563147,-0.17297936848967066,-0.3127318510115318,-0.14448764629245006,-0.35689939839696466,1.0,-0.3653875337525016,-0.5223829156873924
XLE,0.028261299028284927,,0.6952096293397662,0.675662524636011,0.07883083089001784,0.5581324806240302,0.14591535276153988,0.6178154816582427,0.6717582276332261,0.6695078020612323,0.02756902608085564,0.07449322894769231,0.17032830662535484,0.6414606515449816,0.2287846056233801,0.06271475459094983,0.15400999250183842,0.6571109017684456,-0.3653875337525016,1.0,0.2761266344118809
